0	1.2171334	193.712797012	35.396224	-0
0.02	1.2171334	193.712797012	35.396368	-1.2399476e-005
0.04	1.2171333	193.712781097	35.3968	-2.4778706e-005
0.06	1.2171331	193.712749266	35.39752	-3.7117449e-005
0.08	1.2171329	193.712717435	35.398528	-4.9395472e-005
0.1	1.2171325	193.712653773	35.399826	-6.1592552e-005
0.12	1.2171321	193.712590111	35.40141	-7.3688484e-005
0.14	1.2171316	193.712510533	35.40328	-8.566308e-005
0.16	1.2171311	193.712430956	35.405438	-9.7496176e-005
0.18	1.2171305	193.712335463	35.40788	-0.00010916764
0.2	1.2171298	193.712224054	35.41061	-0.00012065735
0.22	1.217129	193.71209673	35.413624	-0.00013194526
0.24	1.2171282	193.711969407	35.416922	-0.00014301132
0.26	1.2171273	193.711826167	35.420502	-0.00015383555
0.28	1.2171263	193.711667012	35.424366	-0.000164398
0.3	1.2171253	193.711507857	35.42851	-0.00017467878
0.32	1.2171243	193.711348702	35.432934	-0.00018465805
0.34	1.2171231	193.711157716	35.43764	-0.00019431603
0.36	1.2171219	193.71096673	35.442622	-0.00020363299
0.38	1.2171207	193.710775744	35.447882	-0.00021258928
0.4	1.2171194	193.710568843	35.453416	-0.00022116531
0.42	1.217118	193.710346026	35.459226	-0.00022934157
0.44	1.2171166	193.710123209	35.465308	-0.00023709861
0.46	1.2171152	193.709900392	35.471662	-0.00024441708
0.48	1.2171137	193.70966166	35.478284	-0.00025127769
0.5	1.2171122	193.709422927	35.485176	-0.00025766124
0.52	1.2171106	193.70916828	35.492334	-0.00026354864
0.54	1.217109	193.708913632	35.499758	-0.00026892088
0.56	1.2171074	193.708658984	35.507444	-0.00027375903
0.58	1.2171057	193.70838842	35.51539	-0.00027804429
0.6	1.2171041	193.708133772	35.523596	-0.00028175793
0.62	1.2171024	193.707863209	35.53206	-0.00028488136
0.64	1.2171006	193.70757673	35.540778	-0.00028739606
0.66	1.2170989	193.707306167	35.54975	-0.00028928366
0.68	1.2170972	193.707035603	35.558972	-0.00029052588
0.7	1.2170954	193.706749124	35.568442	-0.00029110457
0.72	1.2170937	193.706478561	35.57816	-0.00029100169
0.74	1.2170919	193.706192082	35.58812	-0.00029019933
0.76	1.2170902	193.705921519	35.598324	-0.00028867972
0.78	1.2170885	193.705650955	35.608766	-0.00028642518
0.8	1.2170868	193.705380392	35.619444	-0.00028341821
0.82	1.2170851	193.705109828	35.630356	-0.00027964142
0.84	1.2170834	193.704839265	35.6415	-0.00027507755
0.86	1.2170818	193.704584617	35.652872	-0.0002697095
0.88	1.2170802	193.704329969	35.664472	-0.00026352029
0.9	1.2170786	193.704075321	35.676294	-0.00025649311
0.92	1.2170771	193.703836589	35.688336	-0.00024861127
0.94	1.2170756	193.703597857	35.700596	-0.00023985826
0.96	1.2170742	193.70337504	35.71307	-0.00023021768
0.98	1.2170729	193.703168138	35.725756	-0.00021967333
1	1.2170716	193.702961237	35.738652	-0.00020820913
1.02	1.2170704	193.702770251	35.751752	-0.00019580918
1.04	1.2170693	193.70259518	35.765056	-0.00018245773
1.06	1.2170682	193.70242011	35.778558	-0.00016813919
1.08	1.2170672	193.702260955	35.792256	-0.00015283814
1.1	1.2170664	193.702133631	35.806148	-0.00013653932
1.12	1.2170656	193.702006307	35.820228	-0.00011922764
1.14	1.2170649	193.701894899	35.834496	-0.00010088817
1.16	1.2170644	193.701815321	35.848946	-8.150617e-005
1.18	1.217064	193.701751659	35.863576	-6.106705e-005
1.2	1.2170637	193.701703913	35.878384	-3.9556407e-005
1.22	1.2170635	193.701672082	35.893362	-1.6960006e-005
1.24	1.2170635	193.701672082	35.90851	6.7362095e-006
1.26	1.2170636	193.701687997	35.923824	3.1546119e-005
1.28	1.2170638	193.701719828	35.9393	5.7483425e-005
1.3	1.2170643	193.701799406	35.954936	8.456165e-005
1.32	1.2170649	193.701894899	35.970726	0.00011279414
1.34	1.2170656	193.702006307	35.986666	0.00014219404
1.36	1.2170666	193.702165462	36.002754	0.00017277435
1.38	1.2170677	193.702340532	36.018986	0.00020454786
1.4	1.217069	193.702547434	36.03536	0.00023752717
1.42	1.2170706	193.702802082	36.051868	0.00027172472
1.44	1.2170723	193.703072645	36.06851	0.00030715275
1.46	1.2170742	193.70337504	36.08528	0.00034382331
1.48	1.2170764	193.70372518	36.102174	0.00038174827
1.5	1.2170788	193.704107152	36.119192	0.00042093932
1.52	1.2170815	193.704536871	36.136324	0.00046140795
1.54	1.2170844	193.70499842	36.15357	0.00050316547
1.56	1.2170875	193.7054918	36.170926	0.00054622301
1.58	1.2170909	193.706032927	36.188388	0.00059059149
1.6	1.2170946	193.7066218	36.20595	0.00063628166
1.62	1.2170985	193.707242505	36.223612	0.00068330407
1.64	1.2171028	193.707926871	36.241364	0.0007316691
1.66	1.2171073	193.708643068	36.259208	0.00078138692
1.68	1.2171122	193.709422927	36.277136	0.00083246753
1.7	1.2171173	193.710234618	36.295146	0.00088492074
1.72	1.2171228	193.71110997	36.313234	0.00093875614
1.74	1.2171286	193.712033069	36.331394	0.00099398319
1.76	1.2171347	193.713003914	36.349624	0.0010506111
1.78	1.2171412	193.714038421	36.36792	0.001108649
1.8	1.217148	193.715120674	36.386276	0.0011681056
1.82	1.2171552	193.71626659	36.404688	0.0012289898
1.84	1.2171627	193.717460252	36.423154	0.0012913099
1.86	1.2171707	193.718733492	36.441668	0.0013550743
1.88	1.217179	193.720054478	36.460228	0.0014202911
1.9	1.2171877	193.721439126	36.478826	0.0014869683
1.92	1.2171968	193.722887436	36.497462	0.0015551136
1.94	1.2172063	193.724399408	36.51613	0.0016247346
1.96	1.2172163	193.725990957	36.534826	0.0016958387
1.98	1.2172267	193.727646168	36.553546	0.0017684331
2	1.2172375	193.729365042	36.572286	0.0018425248
2.02	1.2172488	193.731163493	36.591042	0.0019181208
2.04	1.2172605	193.733025606	36.60981	0.0019952276
2.06	1.2172727	193.734967296	36.628584	0.0020738519
2.08	1.2172854	193.736988564	36.64736	0.0021539998
2.1	1.2172985	193.739073493	36.666138	0.0022356776
2.12	1.2173122	193.741253916	36.68491	0.0023188912
2.14	1.2173264	193.743513916	36.703672	0.0024036465
2.16	1.217341	193.745837578	36.72242	0.002489949
2.18	1.2173562	193.748256734	36.741152	0.0025778043
2.2	1.2173719	193.750755466	36.759862	0.0026672176
2.22	1.2173882	193.753349692	36.778548	0.002758194
2.24	1.217405	193.756023495	36.797202	0.0028507385
2.26	1.2174224	193.758792791	36.815824	0.0029448559
2.28	1.2174403	193.761641664	36.834406	0.0030405508
2.3	1.2174589	193.764601946	36.852948	0.0031378277
2.32	1.217478	193.767641806	36.871442	0.0032366909
2.34	1.2174977	193.770777158	36.889886	0.0033371444
2.36	1.217518	193.774008003	36.908278	0.0034391924
2.38	1.2175389	193.777334342	36.92661	0.0035428385
2.4	1.2175605	193.780772088	36.944878	0.0036480865
2.42	1.2175827	193.784305328	36.963082	0.0037549399
2.44	1.2176055	193.787934061	36.981216	0.003863402
2.46	1.217629	193.791674202	36.999274	0.003973476
2.48	1.2176532	193.795525752	37.017254	0.004085165
2.5	1.217678	193.799472794	37.035152	0.0041984718
2.52	1.2177035	193.803531245	37.052962	0.0043133992
2.54	1.2177297	193.807701105	37.070684	0.0044299498
2.56	1.2177566	193.811982373	37.08831	0.0045481261
2.58	1.2177843	193.816390965	37.105838	0.0046679303
2.6	1.2178126	193.82089505	37.123264	0.0047893646
2.62	1.2178417	193.825526458	37.140584	0.004912431
2.64	1.2178715	193.830269276	37.157794	0.0050371314
2.66	1.2179021	193.835139417	37.17489	0.0051634675
2.68	1.2179335	193.840136882	37.191866	0.0052914409
2.7	1.2179656	193.845245756	37.208722	0.005421053
2.72	1.2179985	193.850481954	37.225454	0.0055523052
2.74	1.2180322	193.855845475	37.242054	0.0056851985
2.76	1.2180666	193.861320405	37.258522	0.0058197341
2.78	1.2181019	193.866938575	37.274852	0.0059559129
2.8	1.2181381	193.872699984	37.291042	0.0060937354
2.82	1.218175	193.878572801	37.307086	0.0062332025
2.84	1.2182128	193.884588858	37.322982	0.0063743145
