9.997017e+02 2.758709e+00
9.913008e+02 2.695392e+00
9.830400e+02 2.634284e+00
9.749157e+02 2.575295e+00
9.669246e+02 2.518346e+00
9.590634e+02 2.463361e+00
9.513290e+02 2.410261e+00
9.437184e+02 2.358977e+00
9.362286e+02 2.309439e+00
9.288567e+02 2.261588e+00
9.216000e+02 2.215357e+00
9.144558e+02 2.170691e+00
9.074215e+02 2.127533e+00
9.004947e+02 2.085833e+00
8.936727e+02 2.045538e+00
8.869534e+02 2.006601e+00
8.803343e+02 1.968977e+00
8.738133e+02 1.932622e+00
8.673882e+02 1.897496e+00
8.610569e+02 1.863559e+00
8.548174e+02 1.830773e+00
8.486676e+02 1.799104e+00
8.426057e+02 1.768516e+00
8.366298e+02 1.738980e+00
8.307380e+02 1.710462e+00
8.249287e+02 1.682936e+00
8.192000e+02 1.656372e+00
8.135503e+02 1.630745e+00
8.079781e+02 1.606031e+00
8.024816e+02 1.582205e+00
7.970595e+02 1.559245e+00
7.917101e+02 1.537131e+00
7.864320e+02 1.515842e+00
7.812238e+02 1.495359e+00
7.760842e+02 1.475665e+00
7.710118e+02 1.456744e+00
7.660052e+02 1.438580e+00
7.610632e+02 1.421158e+00
7.561846e+02 1.404466e+00
7.513682e+02 1.388489e+00
7.466127e+02 1.373218e+00
7.419170e+02 1.358640e+00
7.372800e+02 1.344747e+00
7.327006e+02 1.331530e+00
7.281778e+02 1.318981e+00
7.237104e+02 1.307092e+00
7.192976e+02 1.295859e+00
7.149382e+02 1.285276e+00
7.106313e+02 1.275338e+00
7.063760e+02 1.266042e+00
7.021714e+02 1.257387e+00
6.980166e+02 1.249370e+00
6.939106e+02 1.241992e+00
6.898526e+02 1.235252e+00
6.858419e+02 1.229152e+00
6.818775e+02 1.223695e+00
6.779586e+02 1.218884e+00
6.740846e+02 1.214723e+00
6.702545e+02 1.211220e+00
6.664678e+02 1.208380e+00
6.627236e+02 1.206211e+00
6.590212e+02 1.204722e+00
6.553600e+02 1.203926e+00
6.517392e+02 1.203832e+00
6.481582e+02 1.204455e+00
6.446164e+02 1.205808e+00
6.411130e+02 1.207910e+00
6.376476e+02 1.210777e+00
6.342194e+02 1.214429e+00
6.308278e+02 1.218888e+00
6.274723e+02 1.224177e+00
6.241524e+02 1.230322e+00
6.208674e+02 1.237350e+00
6.176168e+02 1.245291e+00
6.144000e+02 1.254177e+00
6.112166e+02 1.264045e+00
6.080660e+02 1.274931e+00
6.049477e+02 1.286876e+00
6.018612e+02 1.299925e+00
5.988061e+02 1.314124e+00
5.957818e+02 1.329525e+00
5.927879e+02 1.346182e+00
5.898240e+02 1.364155e+00
5.868896e+02 1.383508e+00
5.839842e+02 1.404309e+00
5.811074e+02 1.426631e+00
5.782588e+02 1.450554e+00
5.754380e+02 1.476163e+00
5.726447e+02 1.503549e+00
5.698783e+02 1.532811e+00
5.671385e+02 1.564054e+00
5.644249e+02 1.597393e+00
5.617371e+02 1.632948e+00
5.590749e+02 1.670850e+00
5.564377e+02 1.711241e+00
5.538254e+02 1.754271e+00
5.512374e+02 1.800100e+00
5.486735e+02 1.848903e+00
5.461333e+02 1.900864e+00
5.436166e+02 1.956181e+00
5.411229e+02 2.015063e+00
5.386521e+02 2.077736e+00
5.362036e+02 2.144438e+00
5.337774e+02 2.215421e+00
5.313730e+02 2.290950e+00
5.289901e+02 2.371306e+00
5.266286e+02 2.456782e+00
5.242880e+02 2.547680e+00
5.219681e+02 2.644315e+00
5.196687e+02 2.747006e+00
5.173895e+02 2.856076e+00
5.151301e+02 2.971844e+00
5.128904e+02 3.094621e+00
5.106701e+02 3.224698e+00
5.084690e+02 3.362339e+00
5.062867e+02 3.507763e+00
5.041231e+02 3.661130e+00
5.019779e+02 3.822520e+00
4.998508e+02 3.991907e+00
4.977418e+02 4.169137e+00
4.956504e+02 4.353888e+00
4.935766e+02 4.545643e+00
4.915200e+02 4.743646e+00
4.894805e+02 4.946868e+00
4.874579e+02 5.153968e+00
4.854519e+02 5.363261e+00
4.834623e+02 5.572697e+00
4.814890e+02 5.779850e+00
4.795317e+02 5.981927e+00
4.775903e+02 6.175809e+00
4.756645e+02 6.358113e+00
4.737542e+02 6.525293e+00
4.718592e+02 6.673766e+00
4.699793e+02 6.800077e+00
4.681143e+02 6.901064e+00
4.662640e+02 6.974045e+00
4.644283e+02 7.016976e+00
4.626071e+02 7.028586e+00
4.608000e+02 7.008467e+00
4.590070e+02 6.957094e+00
4.572279e+02 6.875800e+00
4.554625e+02 6.766681e+00
4.537108e+02 6.632461e+00
4.519724e+02 6.476329e+00
4.502473e+02 6.301755e+00
4.485354e+02 6.112321e+00
4.468364e+02 5.911563e+00
4.451502e+02 5.702846e+00
4.434767e+02 5.489263e+00
4.418157e+02 5.273577e+00
4.401672e+02 5.058182e+00
4.385309e+02 4.845099e+00
4.369067e+02 4.635983e+00
4.352945e+02 4.432147e+00
4.336941e+02 4.234596e+00
4.321055e+02 4.044063e+00
4.305285e+02 3.861047e+00
4.289629e+02 3.685854e+00
4.274087e+02 3.518624e+00
4.258657e+02 3.359373e+00
4.243338e+02 3.208011e+00
4.228129e+02 3.064371e+00
4.213029e+02 2.928226e+00
4.198036e+02 2.799310e+00
4.183149e+02 2.677326e+00
4.168367e+02 2.561960e+00
4.153690e+02 2.452891e+00
4.139116e+02 2.349792e+00
4.124643e+02 2.252343e+00
4.110272e+02 2.160228e+00
4.096000e+02 2.073142e+00
4.081827e+02 1.990790e+00
4.067752e+02 1.912891e+00
4.053773e+02 1.839177e+00
4.039890e+02 1.769395e+00
4.026102e+02 1.703304e+00
4.012408e+02 1.640679e+00
3.998807e+02 1.581306e+00
3.985297e+02 1.524988e+00
3.971879e+02 1.471535e+00
3.958550e+02 1.420775e+00
3.945311e+02 1.372541e+00
3.932160e+02 1.326683e+00
3.919096e+02 1.283056e+00
3.906119e+02 1.241527e+00
3.893228e+02 1.201971e+00
3.880421e+02 1.164271e+00
3.867698e+02 1.128320e+00
3.855059e+02 1.094015e+00
3.842502e+02 1.061262e+00
3.830026e+02 1.029971e+00
3.817631e+02 1.000061e+00
3.805316e+02 9.714530e-01
3.793080e+02 9.440757e-01
3.780923e+02 9.178610e-01
3.768843e+02 8.927458e-01
3.756841e+02 8.686706e-01
3.744914e+02 8.455799e-01
3.733063e+02 8.234218e-01
3.721287e+02 8.021473e-01
3.709585e+02 7.817108e-01
3.697956e+02 7.620693e-01
3.686400e+02 7.431824e-01
3.674916e+02 7.250124e-01
3.663503e+02 7.075235e-01
3.652161e+02 6.906823e-01
3.640889e+02 6.744572e-01
3.629686e+02 6.588187e-01
3.618552e+02 6.437387e-01
3.607486e+02 6.291909e-01
3.596488e+02 6.151505e-01
3.585556e+02 6.015941e-01
3.574691e+02 5.884995e-01
3.563891e+02 5.758458e-01
