1.000000e+02 -4.610706e-03 0.000000e+00 -2.639455e-03 -1.971251e-03
1.020000e+02 -4.901154e-03 0.000000e+00 -2.801008e-03 -2.100146e-03
1.040000e+02 -5.204102e-03 0.000000e+00 -2.969021e-03 -2.235081e-03
1.060000e+02 -5.519874e-03 0.000000e+00 -3.143623e-03 -2.376251e-03
1.080000e+02 -5.848798e-03 0.000000e+00 -3.324938e-03 -2.523860e-03
1.100000e+02 -6.191208e-03 0.000000e+00 -3.513094e-03 -2.678114e-03
1.120000e+02 -6.547445e-03 0.000000e+00 -3.708218e-03 -2.839227e-03
1.140000e+02 -6.917855e-03 0.000000e+00 -3.910436e-03 -3.007419e-03
1.160000e+02 -7.302791e-03 0.000000e+00 -4.119875e-03 -3.182916e-03
1.180000e+02 -7.702613e-03 0.000000e+00 -4.336662e-03 -3.365951e-03
1.200000e+02 -8.117687e-03 0.000000e+00 -4.560922e-03 -3.556765e-03
1.220000e+02 -8.548387e-03 0.000000e+00 -4.792784e-03 -3.755604e-03
1.240000e+02 -8.995095e-03 0.000000e+00 -5.032372e-03 -3.962723e-03
1.260000e+02 -9.458201e-03 0.000000e+00 -5.279816e-03 -4.178385e-03
1.280000e+02 -9.938101e-03 0.000000e+00 -5.535239e-03 -4.402861e-03
1.300000e+02 -1.043520e-02 0.000000e+00 -5.798770e-03 -4.636431e-03
1.320000e+02 -1.094992e-02 0.000000e+00 -6.070536e-03 -4.879382e-03
1.340000e+02 -1.148267e-02 0.000000e+00 -6.350661e-03 -5.132011e-03
1.360000e+02 -1.203390e-02 0.000000e+00 -6.639275e-03 -5.394627e-03
1.380000e+02 -1.260405e-02 0.000000e+00 -6.936502e-03 -5.667545e-03
1.400000e+02 -1.319356e-02 0.000000e+00 -7.242469e-03 -5.951093e-03
1.420000e+02 -1.380291e-02 0.000000e+00 -7.557304e-03 -6.245608e-03
1.440000e+02 -1.443257e-02 0.000000e+00 -7.881133e-03 -6.551441e-03
1.460000e+02 -1.508303e-02 0.000000e+00 -8.214082e-03 -6.868951e-03
1.480000e+02 -1.575479e-02 0.000000e+00 -8.556278e-03 -7.198512e-03
