1.000000e+02 5.416552e+00 5.967300e+00 -4.970407e-01 -5.370772e-02
1.020000e+02 5.394194e+00 5.967300e+00 -5.171205e-01 -5.598576e-02
1.040000e+02 5.371384e+00 5.967300e+00 -5.375980e-01 -5.831800e-02
1.060000e+02 5.348122e+00 5.967300e+00 -5.584730e-01 -6.070504e-02
1.080000e+02 5.324407e+00 5.967300e+00 -5.797455e-01 -6.314748e-02
1.100000e+02 5.300238e+00 5.967300e+00 -6.014157e-01 -6.564594e-02
1.120000e+02 5.275616e+00 5.967300e+00 -6.234834e-01 -6.820106e-02
1.140000e+02 5.250538e+00 5.967300e+00 -6.459486e-01 -7.081352e-02
1.160000e+02 5.225005e+00 5.967300e+00 -6.688114e-01 -7.348398e-02
1.180000e+02 5.199015e+00 5.967300e+00 -6.920718e-01 -7.621314e-02
1.200000e+02 5.172569e+00 5.967300e+00 -7.157297e-01 -7.900173e-02
1.220000e+02 5.145664e+00 5.967300e+00 -7.397852e-01 -8.185047e-02
1.240000e+02 5.118302e+00 5.967300e+00 -7.642382e-01 -8.476014e-02
1.260000e+02 5.090480e+00 5.967300e+00 -7.890887e-01 -8.773151e-02
1.280000e+02 5.062198e+00 5.967300e+00 -8.143368e-01 -9.076538e-02
1.300000e+02 5.033455e+00 5.967300e+00 -8.399824e-01 -9.386258e-02
1.320000e+02 5.004250e+00 5.967300e+00 -8.660256e-01 -9.702395e-02
1.340000e+02 4.974583e+00 5.967300e+00 -8.924662e-01 -1.002504e-01
1.360000e+02 4.944453e+00 5.967300e+00 -9.193044e-01 -1.035427e-01
1.380000e+02 4.913858e+00 5.967300e+00 -9.465402e-01 -1.069020e-01
1.400000e+02 4.882798e+00 5.967300e+00 -9.741734e-01 -1.103290e-01
1.420000e+02 4.851271e+00 5.967300e+00 -1.002204e+00 -1.138248e-01
1.440000e+02 4.819277e+00 5.967300e+00 -1.030632e+00 -1.173904e-01
1.460000e+02 4.786815e+00 5.967300e+00 -1.059458e+00 -1.210268e-01
1.480000e+02 4.753884e+00 5.967300e+00 -1.088681e+00 -1.247350e-01
1.500000e+02 4.720482e+00 5.967300e+00 -1.118302e+00 -1.285162e-01
1.520000e+02 4.686608e+00 5.967300e+00 -1.148320e+00 -1.323714e-01
1.540000e+02 4.652262e+00 5.967300e+00 -1.178736e+00 -1.363018e-01
1.560000e+02 4.617442e+00 5.967300e+00 -1.209549e+00 -1.403087e-01
1.580000e+02 4.582147e+00 5.967300e+00 -1.240760e+00 -1.443930e-01
1.600000e+02 4.546376e+00 5.967300e+00 -1.272368e+00 -1.485563e-01
1.620000e+02 4.510127e+00 5.967300e+00 -1.304374e+00 -1.527996e-01
1.640000e+02 4.473399e+00 5.967300e+00 -1.336777e+00 -1.571243e-01
1.660000e+02 4.436191e+00 5.967300e+00 -1.369578e+00 -1.615318e-01
1.680000e+02 4.398501e+00 5.967300e+00 -1.402776e+00 -1.660235e-01
1.700000e+02 4.360328e+00 5.967300e+00 -1.436371e+00 -1.706007e-01
1.720000e+02 4.321671e+00 5.967300e+00 -1.470364e+00 -1.752650e-01
1.740000e+02 4.282528e+00 5.967300e+00 -1.504754e+00 -1.800178e-01
1.760000e+02 4.242897e+00 5.967300e+00 -1.539542e+00 -1.848608e-01
1.780000e+02 4.202777e+00 5.967300e+00 -1.574727e+00 -1.897954e-01
1.800000e+02 4.162166e+00 5.967300e+00 -1.610310e+00 -1.948234e-01
1.820000e+02 4.121063e+00 5.967300e+00 -1.646290e+00 -1.999464e-01
1.840000e+02 4.079466e+00 5.967300e+00 -1.682668e+00 -2.051662e-01
1.860000e+02 4.037373e+00 5.967300e+00 -1.719443e+00 -2.104845e-01
1.880000e+02 3.994782e+00 5.967300e+00 -1.756615e+00 -2.159032e-01
1.900000e+02 3.951691e+00 5.967300e+00 -1.794185e+00 -2.214242e-01
1.920000e+02 3.908099e+00 5.967300e+00 -1.832152e+00 -2.270494e-01
1.940000e+02 3.864003e+00 5.967300e+00 -1.870517e+00 -2.327809e-01
