4.0000000000000000e+04	+1.5640944216402680e+15	+5.3495794528526016e+13	+1.0699158905705203e+14	+1.5253856488934713e-03	+1.5253856488934713e-03	+1.0000000000000000e+00
6.0000000000000000e+04	+1.5641058543482302e+15	+5.3490542043762812e+13	+1.0698108408752562e+14	+2.2881703997047558e-03	+2.2881703997047558e-03	+1.0000000000000000e+00
8.0000000000000000e+04	+1.5641218609069460e+15	+5.3483193596556914e+13	+1.0696638719311383e+14	+3.0510640010162613e-03	+3.0510640010162613e-03	+1.0000000000000000e+00
1.0000000000000000e+05	+1.5641424420764990e+15	+5.3473752090663703e+13	+1.0694750418132741e+14	+3.8141023146769566e-03	+3.8141023146769566e-03	+1.0000000000000000e+00
1.2000000000000000e+05	+1.5641675988324790e+15	+5.3462220432332086e+13	+1.0692444086466417e+14	+4.5773213660791432e-03	+4.5773213660791432e-03	+1.0000000000000000e+00
1.4000000000000000e+05	+1.5641973323669992e+15	+5.3448601531820273e+13	+1.0689720306364055e+14	+5.3407573561609009e-03	+5.3407573561609009e-03	+1.0000000000000000e+00
1.6000000000000000e+05	+1.5642316440897840e+15	+5.3432898305045297e+13	+1.0686579661009059e+14	+6.1044466729381179e-03	+6.1044466729381179e-03	+1.0000000000000000e+00
1.8000000000000000e+05	+1.5642705356293238e+15	+5.3415113675367992e+13	+1.0683022735073598e+14	+6.8684259031793872e-03	+6.8684259031793872e-03	+1.0000000000000000e+00
2.0000000000000000e+05	+1.5643140088341028e+15	+5.3395250575515273e+13	+1.0679050115103055e+14	+7.6327318440260507e-03	+7.6327318440260507e-03	+1.0000000000000000e+00
2.2000000000000000e+05	+1.5643620657738952e+15	+5.3373311949641500e+13	+1.0674662389928300e+14	+8.3974015145245207e-03	+8.3974015145245207e-03	+1.0000000000000000e+00
2.4000000000000000e+05	+1.5644147087411300e+15	+5.3349300755531211e+13	+1.0669860151106242e+14	+9.1624721671666447e-03	+9.1624721671666447e-03	+1.0000000000000000e+00
