0.0000000000000000e+00	+1.2169142903673038e+15	+1.7352374003221893e+13	+3.4704748006443785e+13	-0.0000000000000000e+00	+0.0000000000000000e+00	+1.0000000000000000e+00
2.0000000000000000e+04	+1.2169142608442268e+15	+1.7352454603553160e+13	+3.4704909207106320e+13	-9.8462003852037647e-06	+9.8462003852037647e-06	+1.0000000000000000e+00
4.0000000000000000e+04	+1.2169141723339262e+15	+1.7352696385330150e+13	+3.4705392770660301e+13	-1.9672743788511156e-05	+1.9672743788511156e-05	+1.0000000000000000e+00
6.0000000000000000e+04	+1.2169140250131850e+15	+1.7353099290909410e+13	+3.4706198581818820e+13	-2.9459976784261653e-05	+2.9459976784261653e-05	+1.0000000000000000e+00
8.0000000000000000e+04	+1.2169138191766050e+15	+1.7353663224241062e+13	+3.4707326448482125e+13	-3.9188253057697056e-05	+3.9188253057697056e-05	+1.0000000000000000e+00
1.0000000000000000e+05	+1.2169135552365538e+15	+1.7354388050902889e+13	+3.4708776101805777e+13	-4.8837936956441544e-05	+4.8837936956441544e-05	+1.0000000000000000e+00
1.2000000000000000e+05	+1.2169132337230912e+15	+1.7355273598147760e+13	+3.4710547196295520e+13	-5.8389407037254128e-05	+5.8389407037254128e-05	+1.0000000000000000e+00
1.4000000000000000e+05	+1.2169128552838728e+15	+1.7356319654964613e+13	+3.4712639309929227e+13	-6.7823059606488017e-05	+6.7823059606488017e-05	+1.0000000000000000e+00
1.6000000000000000e+05	+1.2169124206840328e+15	+1.7357525972152961e+13	+3.4715051944305922e+13	-7.7119312252619179e-05	+7.7119312252619179e-05	+1.0000000000000000e+00
1.8000000000000000e+05	+1.2169119308060455e+15	+1.7358892262410877e+13	+3.4717784524821754e+13	-8.6258607369336059e-05	+8.6258607369336059e-05	+1.0000000000000000e+00
2.0000000000000000e+05	+1.2169113866495670e+15	+1.7360418200436092e+13	+3.4720836400872184e+13	-9.5221415667637682e-05	+9.5221415667637682e-05	+1.0000000000000000e+00
2.2000000000000000e+05	+1.2169107893312550e+15	+1.7362103423040732e+13	+3.4724206846081465e+13	-1.0398823967537419e-04	+1.0398823967537419e-04	+1.0000000000000000e+00
2.4000000000000000e+05	+1.2169101400845655e+15	+1.7363947529278994e+13	+3.4727895058557988e+13	-1.1253961722260216e-04	+1.1253961722260216e-04	+1.0000000000000000e+00
2.6000000000000000e+05	+1.2169094402595335e+15	+1.7365950080588062e+13	+3.4731900161176125e+13	-1.2085612491144227e-04	+1.2085612491144227e-04	+1.0000000000000000e+00
2.8000000000000000e+05	+1.2169086913225288e+15	+1.7368110600942174e+13	+3.4736221201884348e+13	-1.2891838156864894e-04	+1.2891838156864894e-04	+1.0000000000000000e+00
3.0000000000000000e+05	+1.2169078948559918e+15	+1.7370428577019281e+13	+3.4740857154038562e+13	-1.3670705167954361e-04	+1.3670705167954361e-04	+1.0000000000000000e+00
3.2000000000000000e+05	+1.2169070525581512e+15	+1.7372903458380977e+13	+3.4745806916761953e+13	-1.4420284880190589e-04	+1.4420284880190589e-04	+1.0000000000000000e+00
3.4000000000000000e+05	+1.2169061662427178e+15	+1.7375534657664770e+13	+3.4751069315329539e+13	-1.5138653895788623e-04	+1.5138653895788623e-04	+1.0000000000000000e+00
3.6000000000000000e+05	+1.2169052378385620e+15	+1.7378321550789078e+13	+3.4756643101578156e+13	-1.5823894400331947e-04	+1.5823894400331947e-04	+1.0000000000000000e+00
3.8000000000000000e+05	+1.2169042693893665e+15	+1.7381263477170701e+13	+3.4762526954341402e+13	-1.6474094497190584e-04	+1.6474094497190584e-04	+1.0000000000000000e+00
4.0000000000000000e+05	+1.2169032630532632e+15	+1.7384359739954434e+13	+3.4768719479908867e+13	-1.7087348539377944e-04	+1.7087348539377944e-04	+1.0000000000000000e+00
4.2000000000000000e+05	+1.2169022211024482e+15	+1.7387609606255021e+13	+3.4775219212510043e+13	-1.7661757458652981e-04	+1.7661757458652981e-04	+1.0000000000000000e+00
4.4000000000000000e+05	+1.2169011459227778e+15	+1.7391012307410828e+13	+3.4782024614821656e+13	-1.8195429091734042e-04	+1.8195429091734042e-04	+1.0000000000000000e+00
4.6000000000000000e+05	+1.2169000400133432e+15	+1.7394567039249684e+13	+3.4789134078499367e+13	-1.8686478503500328e-04	+1.8686478503500328e-04	+1.0000000000000000e+00
4.8000000000000000e+05	+1.2168989059860305e+15	+1.7398272962365887e+13	+3.4796545924731773e+13	-1.9133028307036763e-04	+1.9133028307036763e-04	+1.0000000000000000e+00
