1.000000e+02 8.380832e-02 1.171520e+00 -5.492810e-01 -5.324591e-01 -5.971563e-03
1.020000e+02 3.450742e-02 1.171520e+00 -5.714720e-01 -5.593233e-01 -6.217338e-03
1.040000e+02 -1.630970e-02 1.171520e+00 -5.941023e-01 -5.872590e-01 -6.468342e-03
1.060000e+02 -6.869164e-02 1.171520e+00 -6.171721e-01 -6.163149e-01 -6.724599e-03
1.080000e+02 -1.226903e-01 1.171520e+00 -6.406814e-01 -6.465428e-01 -6.986129e-03
1.100000e+02 -1.783612e-01 1.171520e+00 -6.646300e-01 -6.779982e-01 -7.252957e-03
1.120000e+02 -2.357637e-01 1.171520e+00 -6.890181e-01 -7.107405e-01 -7.525103e-03
1.140000e+02 -2.949613e-01 1.171520e+00 -7.138456e-01 -7.448332e-01 -7.802592e-03
1.160000e+02 -3.560223e-01 1.171520e+00 -7.391125e-01 -7.803444e-01 -8.085448e-03
1.180000e+02 -4.190198e-01 1.171520e+00 -7.648189e-01 -8.173473e-01 -8.373694e-03
1.200000e+02 -4.840325e-01 1.171520e+00 -7.909646e-01 -8.559205e-01 -8.667356e-03
1.220000e+02 -5.511448e-01 1.171520e+00 -8.175498e-01 -8.961484e-01 -8.966457e-03
1.240000e+02 -6.204478e-01 1.171520e+00 -8.445745e-01 -9.381223e-01 -9.271025e-03
1.260000e+02 -6.920398e-01 1.171520e+00 -8.720385e-01 -9.819402e-01 -9.581084e-03
1.280000e+02 -7.660269e-01 1.171520e+00 -8.999420e-01 -1.027708e+00 -9.896661e-03
1.300000e+02 -8.425237e-01 1.171520e+00 -9.282849e-01 -1.075541e+00 -1.021778e-02
1.320000e+02 -9.216544e-01 1.171520e+00 -9.570672e-01 -1.125563e+00 -1.054448e-02
1.340000e+02 -1.003554e+00 1.171520e+00 -9.862890e-01 -1.177908e+00 -1.087677e-02
1.360000e+02 -1.088368e+00 1.171520e+00 -1.015950e+00 -1.232723e+00 -1.121469e-02
1.380000e+02 -1.176257e+00 1.171520e+00 -1.046051e+00 -1.290168e+00 -1.155827e-02
1.400000e+02 -1.267393e+00 1.171520e+00 -1.076591e+00 -1.350415e+00 -1.190753e-02
1.420000e+02 -1.361966e+00 1.171520e+00 -1.107570e+00 -1.413654e+00 -1.226251e-02
1.440000e+02 -1.460184e+00 1.171520e+00 -1.138989e+00 -1.480092e+00 -1.262323e-02
