1.000000e+02 2.087182e+00 2.554000e+00 -1.039470e-02 -4.005100e-01 -5.591291e-02
1.020000e+02 2.071525e+00 2.554000e+00 -1.072712e-02 -4.136147e-01 -5.813303e-02
1.040000e+02 2.055828e+00 2.554000e+00 -1.106063e-02 -4.267171e-01 -6.039388e-02
1.060000e+02 2.040109e+00 2.554000e+00 -1.139504e-02 -4.398008e-01 -6.269527e-02
1.080000e+02 2.024384e+00 2.554000e+00 -1.173018e-02 -4.528487e-01 -6.503697e-02
1.100000e+02 2.008672e+00 2.554000e+00 -1.206587e-02 -4.658435e-01 -6.741878e-02
1.120000e+02 1.992990e+00 2.554000e+00 -1.240194e-02 -4.787679e-01 -6.984047e-02
1.140000e+02 1.977356e+00 2.554000e+00 -1.273822e-02 -4.916039e-01 -7.230182e-02
1.160000e+02 1.961789e+00 2.554000e+00 -1.307457e-02 -5.043334e-01 -7.480259e-02
1.180000e+02 1.946309e+00 2.554000e+00 -1.341082e-02 -5.169381e-01 -7.734255e-02
1.200000e+02 1.930932e+00 2.554000e+00 -1.374683e-02 -5.293995e-01 -7.992145e-02
1.220000e+02 1.915680e+00 2.554000e+00 -1.408246e-02 -5.416988e-01 -8.253903e-02
1.240000e+02 1.900570e+00 2.554000e+00 -1.441757e-02 -5.538170e-01 -8.519505e-02
1.260000e+02 1.885624e+00 2.554000e+00 -1.475204e-02 -5.657350e-01 -8.788924e-02
1.280000e+02 1.870859e+00 2.554000e+00 -1.508572e-02 -5.774337e-01 -9.062134e-02
1.300000e+02 1.856297e+00 2.554000e+00 -1.541851e-02 -5.888937e-01 -9.339106e-02
1.320000e+02 1.841956e+00 2.554000e+00 -1.575029e-02 -6.000957e-01 -9.619812e-02
1.340000e+02 1.827857e+00 2.554000e+00 -1.608094e-02 -6.110202e-01 -9.904224e-02
1.360000e+02 1.814019e+00 2.554000e+00 -1.641036e-02 -6.216479e-01 -1.019231e-01
1.380000e+02 1.800462e+00 2.554000e+00 -1.673845e-02 -6.319594e-01 -1.048405e-01
1.400000e+02 1.787206e+00 2.554000e+00 -1.706512e-02 -6.419354e-01 -1.077940e-01
1.420000e+02 1.774270e+00 2.554000e+00 -1.739027e-02 -6.515567e-01 -1.107833e-01
1.440000e+02 1.761674e+00 2.554000e+00 -1.771381e-02 -6.608043e-01 -1.138082e-01
1.460000e+02 1.749437e+00 2.554000e+00 -1.803566e-02 -6.696594e-01 -1.168682e-01
1.480000e+02 1.737578e+00 2.554000e+00 -1.835575e-02 -6.781034e-01 -1.199631e-01
1.500000e+02 1.726116e+00 2.554000e+00 -1.867400e-02 -6.861180e-01 -1.230925e-01
1.520000e+02 1.715069e+00 2.554000e+00 -1.899034e-02 -6.936850e-01 -1.262560e-01
1.540000e+02 1.704455e+00 2.554000e+00 -1.930470e-02 -7.007868e-01 -1.294533e-01
1.560000e+02 1.694293e+00 2.554000e+00 -1.961703e-02 -7.074062e-01 -1.326841e-01
1.580000e+02 1.684599e+00 2.554000e+00 -1.992727e-02 -7.135263e-01 -1.359479e-01
1.600000e+02 1.675390e+00 2.554000e+00 -2.023536e-02 -7.191307e-01 -1.392444e-01
1.620000e+02 1.666682e+00 2.554000e+00 -2.054126e-02 -7.242035e-01 -1.425732e-01
1.640000e+02 1.658492e+00 2.554000e+00 -2.084491e-02 -7.287294e-01 -1.459338e-01
1.660000e+02 1.650834e+00 2.554000e+00 -2.114627e-02 -7.326937e-01 -1.493260e-01
1.680000e+02 1.643723e+00 2.554000e+00 -2.144531e-02 -7.360823e-01 -1.527492e-01
1.700000e+02 1.637173e+00 2.554000e+00 -2.174198e-02 -7.388819e-01 -1.562030e-01
1.720000e+02 1.631197e+00 2.554000e+00 -2.203626e-02 -7.410795e-01 -1.596871e-01
1.740000e+02 1.625808e+00 2.554000e+00 -2.232811e-02 -7.426634e-01 -1.632009e-01
1.760000e+02 1.621016e+00 2.554000e+00 -2.261750e-02 -7.436223e-01 -1.667441e-01
1.780000e+02 1.616834e+00 2.554000e+00 -2.290441e-02 -7.439457e-01 -1.703161e-01
1.800000e+02 1.613270e+00 2.554000e+00 -2.318882e-02 -7.436241e-01 -1.739166e-01
1.820000e+02 1.610336e+00 2.554000e+00 -2.347071e-02 -7.426488e-01 -1.775450e-01
1.840000e+02 1.608037e+00 2.554000e+00 -2.375005e-02 -7.410119e-01 -1.812008e-01
1.860000e+02 1.606383e+00 2.554000e+00 -2.402684e-02 -7.387064e-01 -1.848836e-01
1.880000e+02 1.605380e+00 2.554000e+00 -2.430106e-02 -7.357265e-01 -1.885929e-01
1.900000e+02 1.605032e+00 2.554000e+00 -2.457270e-02 -7.320669e-01 -1.923281e-01
1.920000e+02 1.605346e+00 2.554000e+00 -2.484175e-02 -7.277235e-01 -1.960887e-01
1.940000e+02 1.606324e+00 2.554000e+00 -2.510821e-02 -7.226931e-01 -1.998742e-01
1.960000e+02 1.607970e+00 2.554000e+00 -2.537206e-02 -7.169736e-01 -2.036842e-01
1.980000e+02 1.610285e+00 2.554000e+00 -2.563332e-02 -7.105637e-01 -2.075179e-01
2.000000e+02 1.613270e+00 2.554000e+00 -2.589197e-02 -7.034631e-01 -2.113749e-01
2.020000e+02 1.616925e+00 2.554000e+00 -2.614801e-02 -6.956724e-01 -2.152545e-01
2.040000e+02 1.621249e+00 2.554000e+00 -2.640145e-02 -6.871935e-01 -2.191563e-01
2.060000e+02 1.626239e+00 2.554000e+00 -2.665229e-02 -6.780288e-01 -2.230797e-01
2.080000e+02 1.631894e+00 2.554000e+00 -2.690054e-02 -6.681820e-01 -2.270239e-01
