lambda	Re(eps)	Im(eps)
1.7670000000000000e+03	-4.5350695545660802e+00	+8.5669616059500309e-01
1.7680000000000000e+03	-4.5446363153037233e+00	+8.5814178568772292e-01
1.7690000000000000e+03	-4.5542082723859814e+00	+8.5958901981820124e-01
1.7700000000000000e+03	-4.5637854254532506e+00	+8.6103786383581049e-01
1.7710000000000000e+03	-4.5733677741457477e+00	+8.6248831858982278e-01
1.7720000000000000e+03	-4.5829553181035081e+00	+8.6394038492941028e-01
1.7730000000000000e+03	-4.5925480569663755e+00	+8.6539406370364480e-01
1.7740000000000000e+03	-4.6021459903740247e+00	+8.6684935576149880e-01
1.7750000000000000e+03	-4.6117491179659371e+00	+8.6830626195184302e-01
1.7760000000000000e+03	-4.6213574393814092e+00	+8.6976478312344818e-01
1.7770000000000000e+03	-4.6309709542595670e+00	+8.7122492012498576e-01
1.7780000000000000e+03	-4.6405896622393445e+00	+8.7268667380502563e-01
1.7790000000000000e+03	-4.6502135629594896e+00	+8.7415004501203686e-01
1.7800000000000000e+03	-4.6598426560585828e+00	+8.7561503459438983e-01
1.7810000000000000e+03	-4.6694769411750059e+00	+8.7708164340035188e-01
1.7820000000000000e+03	-4.6791164179469664e+00	+8.7854987227809156e-01
1.7830000000000000e+03	-4.6887610860124855e+00	+8.8001972207567591e-01
1.7840000000000000e+03	-4.6984109450094067e+00	+8.8149119364107131e-01
1.7850000000000000e+03	-4.7080659945753887e+00	+8.8296428782214398e-01
1.7860000000000000e+03	-4.7177262343479054e+00	+8.8443900546665799e-01
1.7870000000000000e+03	-4.7273916639642497e+00	+8.8591534742227773e-01
1.7880000000000000e+03	-4.7370622830615350e+00	+8.8739331453656600e-01
1.7890000000000000e+03	-4.7467380912766881e+00	+8.8887290765698523e-01
1.7900000000000000e+03	-4.7564190882464565e+00	+8.9035412763089583e-01
1.7910000000000000e+03	-4.7661052736074030e+00	+8.9183697530555828e-01
1.7920000000000000e+03	-4.7757966469959143e+00	+8.9332145152813158e-01
1.7930000000000000e+03	-4.7854932080481838e+00	+8.9480755714567228e-01
1.7940000000000000e+03	-4.7951949564002341e+00	+8.9629529300513811e-01
1.7950000000000000e+03	-4.8049018916878996e+00	+8.9778465995338363e-01
1.7960000000000000e+03	-4.8146140135468283e+00	+8.9927565883716165e-01
1.7970000000000000e+03	-4.8243313216125010e+00	+9.0076829050312635e-01
1.7980000000000000e+03	-4.8340538155202015e+00	+9.0226255579782766e-01
1.7990000000000000e+03	-4.8437814949050377e+00	+9.0375845556771539e-01
1.8000000000000000e+03	-4.8535143594019363e+00	+9.0525599065913764e-01
1.8010000000000000e+03	-4.8632524086456392e+00	+9.0675516191834082e-01
1.8020000000000000e+03	-4.8729956422707108e+00	+9.0825597019146975e-01
1.8030000000000000e+03	-4.8827440599115270e+00	+9.0975841632456778e-01
1.8040000000000000e+03	-4.8924976612022899e+00	+9.1126250116357610e-01
1.8050000000000000e+03	-4.9022564457770130e+00	+9.1276822555433479e-01
1.8060000000000000e+03	-4.9120204132695324e+00	+9.1427559034258177e-01
1.8070000000000000e+03	-4.9217895633134994e+00	+9.1578459637395293e-01
1.8080000000000000e+03	-4.9315638955423893e+00	+9.1729524449398292e-01
1.8090000000000000e+03	-4.9413434095894875e+00	+9.1880753554810368e-01
1.8100000000000000e+03	-4.9511281050878981e+00	+9.2032147038164458e-01
1.8110000000000000e+03	-4.9609179816705566e+00	+9.2183704983983561e-01
1.8120000000000000e+03	-4.9707130389702030e+00	+9.2335427476780174e-01
1.8130000000000000e+03	-4.9805132766193978e+00	+9.2487314601056680e-01
1.8140000000000000e+03	-4.9903186942505275e+00	+9.2639366441305304e-01
1.8150000000000000e+03	-5.0001292914957922e+00	+9.2791583082008022e-01
1.8160000000000000e+03	-5.0099450679872053e+00	+9.2943964607636465e-01
1.8170000000000000e+03	-5.0197660233566097e+00	+9.3096511102652202e-01
1.8180000000000000e+03	-5.0295921572356601e+00	+9.3249222651506480e-01
1.8190000000000000e+03	-5.0394234692558300e+00	+9.3402099338640310e-01
1.8200000000000000e+03	-5.0492599590484168e+00	+9.3555141248484464e-01
1.8210000000000000e+03	-5.0591016262445283e+00	+9.3708348465459401e-01
1.8220000000000000e+03	-5.0689484704750978e+00	+9.3861721073975413e-01
1.8230000000000000e+03	-5.0788004913708793e+00	+9.4015259158432563e-01
1.8240000000000000e+03	-5.0886576885624333e+00	+9.4168962803220468e-01
1.8250000000000000e+03	-5.0985200616801531e+00	+9.4322832092718611e-01
1.8260000000000000e+03	-5.1083876103542440e+00	+9.4476867111296192e-01
1.8270000000000000e+03	-5.1182603342147317e+00	+9.4631067943312086e-01
1.8280000000000000e+03	-5.1281382328914642e+00	+9.4785434673114943e-01
1.8290000000000000e+03	-5.1380213060140996e+00	+9.4939967385043067e-01
1.8300000000000000e+03	-5.1479095532121217e+00	+9.5094666163424413e-01
1.8310000000000000e+03	-5.1578029741148370e+00	+9.5249531092576811e-01
1.8320000000000000e+03	-5.1677015683513634e+00	+9.5404562256807646e-01
1.8330000000000000e+03	-5.1776053355506395e+00	+9.5559759740413985e-01
1.8340000000000000e+03	-5.1875142753414281e+00	+9.5715123627682663e-01
1.8350000000000000e+03	-5.1974283873523053e+00	+9.5870654002890188e-01
1.8360000000000000e+03	-5.2073476712116697e+00	+9.6026350950302619e-01
1.8370000000000000e+03	-5.2172721265477389e+00	+9.6182214554175827e-01
1.8380000000000000e+03	-5.2272017529885471e+00	+9.6338244898755299e-01
1.8390000000000000e+03	-5.2371365501619564e+00	+9.6494442068276232e-01
1.8400000000000000e+03	-5.2470765176956391e+00	+9.6650806146963397e-01
1.8410000000000000e+03	-5.2570216552170823e+00	+9.6807337219031175e-01
1.8420000000000000e+03	-5.2669719623536118e+00	+9.6964035368683776e-01
1.8430000000000000e+03	-5.2769274387323595e+00	+9.7120900680114963e-01
1.8440000000000000e+03	-5.2868880839802710e+00	+9.7277933237508019e-01
1.8450000000000000e+03	-5.2968538977241248e+00	+9.7435133125035989e-01
1.8460000000000000e+03	-5.3068248795905166e+00	+9.7592500426861606e-01
1.8470000000000000e+03	-5.3168010292058518e+00	+9.7750035227137078e-01
1.8480000000000000e+03	-5.3267823461963673e+00	+9.7907737610004264e-01
1.8490000000000000e+03	-5.3367688301881131e+00	+9.8065607659594733e-01
1.8500000000000000e+03	-5.3467604808069567e+00	+9.8223645460029507e-01
1.8510000000000000e+03	-5.3567572976785964e+00	+9.8381851095419426e-01
1.8520000000000000e+03	-5.3667592804285409e+00	+9.8540224649864705e-01
1.8530000000000000e+03	-5.3767664286821208e+00	+9.8698766207455313e-01
1.8540000000000000e+03	-5.3867787420644841e+00	+9.8857475852270726e-01
1.8550000000000000e+03	-5.3967962202006028e+00	+9.9016353668379986e-01
1.8560000000000000e+03	-5.4068188627152676e+00	+9.9175399739841819e-01
1.8570000000000000e+03	-5.4168466692330934e+00	+9.9334614150704470e-01
1.8580000000000000e+03	-5.4268796393785035e+00	+9.9493996985005662e-01
1.8590000000000000e+03	-5.4369177727757556e+00	+9.9653548326772934e-01
1.8600000000000000e+03	-5.4469610690489176e+00	+9.9813268260023136e-01
1.8610000000000000e+03	-5.4570095278218798e+00	+9.9973156868762736e-01
1.8620000000000000e+03	-5.4670631487183545e+00	+1.0013321423698782e+00
1.8630000000000000e+03	-5.4771219313618715e+00	+1.0029344044868398e+00
1.8640000000000000e+03	-5.4871858753757827e+00	+1.0045383558782632e+00
1.8650000000000000e+03	-5.4972549803832642e+00	+1.0061439973837965e+00
1.8660000000000000e+03	-5.5073292460073020e+00	+1.0077513298429799e+00
1.8670000000000000e+03	-5.5174086718707116e+00	+1.0093603540952518e+00
1.8680000000000000e+03	-5.5274932575961291e+00	+1.0109710709799455e+00
1.8690000000000000e+03	-5.5375830028060022e+00	+1.0125834813362875e+00
1.8700000000000000e+03	-5.5476779071226066e+00	+1.0141975860034014e+00
1.8710000000000000e+03	-5.5577779701680399e+00	+1.0158133858203056e+00
1.8720000000000000e+03	-5.5678831915642135e+00	+1.0174308816259126e+00
1.8730000000000000e+03	-5.5779935709328612e+00	+1.0190500742590303e+00
1.8740000000000000e+03	-5.5881091078955443e+00	+1.0206709645583625e+00
1.8750000000000000e+03	-5.5982298020736341e+00	+1.0222935533625068e+00
1.8760000000000000e+03	-5.6083556530883332e+00	+1.0239178415099566e+00
1.8770000000000000e+03	-5.6184866605606540e+00	+1.0255438298390982e+00
1.8780000000000000e+03	-5.6286228241114387e+00	+1.0271715191882151e+00
1.8790000000000000e+03	-5.6387641433613460e+00	+1.0288009103954843e+00
1.8800000000000000e+03	-5.6489106179308557e+00	+1.0304320042989772e+00
1.8810000000000000e+03	-5.6590622474402661e+00	+1.0320648017366598e+00
1.8820000000000000e+03	-5.6692190315097069e+00	+1.0336993035463944e+00
1.8830000000000000e+03	-5.6793809697591140e+00	+1.0353355105659356e+00
1.8840000000000000e+03	-5.6895480618082512e+00	+1.0369734236329329e+00
1.8850000000000000e+03	-5.6997203072767082e+00	+1.0386130435849321e+00
1.8860000000000000e+03	-5.7098977057838880e+00	+1.0402543712593713e+00
1.8870000000000000e+03	-5.7200802569490161e+00	+1.0418974074935834e+00
1.8880000000000000e+03	-5.7302679603911439e+00	+1.0435421531247959e+00
1.8890000000000000e+03	-5.7404608157291346e+00	+1.0451886089901310e+00
1.8900000000000000e+03	-5.7506588225816859e+00	+1.0468367759266042e+00
1.8910000000000000e+03	-5.7608619805673040e+00	+1.0484866547711253e+00
1.8920000000000000e+03	-5.7710702893043191e+00	+1.0501382463604985e+00
1.8930000000000000e+03	-5.7812837484108943e+00	+1.0517915515314231e+00
1.8940000000000000e+03	-5.7915023575049993e+00	+1.0534465711204901e+00
1.8950000000000000e+03	-5.8017261162044260e+00	+1.0551033059641854e+00
1.8960000000000000e+03	-5.8119550241267977e+00	+1.0567617568988903e+00
1.8970000000000000e+03	-5.8221890808895527e+00	+1.0584219247608779e+00
1.8980000000000000e+03	-5.8324282861099501e+00	+1.0600838103863162e+00
1.8990000000000000e+03	-5.8426726394050732e+00	+1.0617474146112666e+00
1.9000000000000000e+03	-5.8529221403918275e+00	+1.0634127382716849e+00
1.9010000000000000e+03	-5.8631767886869355e+00	+1.0650797822034197e+00
1.9020000000000000e+03	-5.8734365839069458e+00	+1.0667485472422140e+00
1.9030000000000000e+03	-5.8837015256682221e+00	+1.0684190342237030e+00
1.9040000000000000e+03	-5.8939716135869595e+00	+1.0700912439834172e+00
1.9050000000000000e+03	-5.9042468472791683e+00	+1.0717651773567798e+00
1.9060000000000000e+03	-5.9145272263606810e+00	+1.0734408351791074e+00
1.9070000000000000e+03	-5.9248127504471544e+00	+1.0751182182856103e+00
1.9080000000000000e+03	-5.9351034191540624e+00	+1.0767973275113913e+00
1.9090000000000000e+03	-5.9453992320967064e+00	+1.0784781636914480e+00
1.9100000000000000e+03	-5.9557001888902015e+00	+1.0801607276606688e+00
1.9110000000000000e+03	-5.9660062891494992e+00	+1.0818450202538392e+00
1.9120000000000000e+03	-5.9763175324893609e+00	+1.0835310423056346e+00
1.9130000000000000e+03	-5.9866339185243689e+00	+1.0852187946506235e+00
1.9140000000000000e+03	-5.9969554468689346e+00	+1.0869082781232697e+00
1.9150000000000000e+03	-6.0072821171372865e+00	+1.0885994935579286e+00
1.9160000000000000e+03	-6.0176139289434740e+00	+1.0902924417888478e+00
1.9170000000000000e+03	-6.0279508819013810e+00	+1.0919871236501701e+00
1.9180000000000000e+03	-6.0382929756246977e+00	+1.0936835399759295e+00
1.9190000000000000e+03	-6.0486402097269458e+00	+1.0953816916000534e+00
1.9200000000000000e+03	-6.0589925838214640e+00	+1.0970815793563613e+00
1.9210000000000000e+03	-6.0693500975214150e+00	+1.0987832040785663e+00
1.9220000000000000e+03	-6.0797127504397821e+00	+1.1004865666002732e+00
1.9230000000000000e+03	-6.0900805421893818e+00	+1.1021916677549815e+00
1.9240000000000000e+03	-6.1004534723828368e+00	+1.1038985083760808e+00
1.9250000000000000e+03	-6.1108315406326046e+00	+1.1056070892968552e+00
1.9260000000000000e+03	-6.1212147465509581e+00	+1.1073174113504807e+00
1.9270000000000000e+03	-6.1316030897499854e+00	+1.1090294753700229e+00
1.9280000000000000e+03	-6.1419965698416252e+00	+1.1107432821884469e+00
1.9290000000000000e+03	-6.1523951864376070e+00	+1.1124588326386029e+00
1.9300000000000000e+03	-6.1627989391494999e+00	+1.1141761275532369e+00
1.9310000000000000e+03	-6.1732078275886906e+00	+1.1158951677649867e+00
1.9320000000000000e+03	-6.1836218513663912e+00	+1.1176159541063821e+00
1.9330000000000000e+03	-6.1940410100936294e+00	+1.1193384874098449e+00
1.9340000000000000e+03	-6.2044653033812658e+00	+1.1210627685076902e+00
1.9350000000000000e+03	-6.2148947308399798e+00	+1.1227887982321241e+00
1.9360000000000000e+03	-6.2253292920802696e+00	+1.1245165774152441e+00
1.9370000000000000e+03	-6.2357689867124613e+00	+1.1262461068890421e+00
1.9380000000000000e+03	-6.2462138143466959e+00	+1.1279773874853987e+00
1.9390000000000000e+03	-6.2566637745929512e+00	+1.1297104200360895e+00
1.9400000000000000e+03	-6.2671188670610167e+00	+1.1314452053727806e+00
1.9410000000000000e+03	-6.2775790913605096e+00	+1.1331817443270302e+00
1.9420000000000000e+03	-6.2880444471008676e+00	+1.1349200377302870e+00
1.9430000000000000e+03	-6.2985149338913491e+00	+1.1366600864138929e+00
1.9440000000000000e+03	-6.3089905513410400e+00	+1.1384018912090803e+00
1.9450000000000000e+03	-6.3194712990588506e+00	+1.1401454529469752e+00
1.9460000000000000e+03	-6.3299571766535134e+00	+1.1418907724585943e+00
1.9470000000000000e+03	-6.3404481837335798e+00	+1.1436378505748441e+00
1.9480000000000000e+03	-6.3509443199074269e+00	+1.1453866881265247e+00
1.9490000000000000e+03	-6.3614455847832545e+00	+1.1471372859443265e+00
1.9500000000000000e+03	-6.3719519779690863e+00	+1.1488896448588315e+00
1.9510000000000000e+03	-6.3824634990727755e+00	+1.1506437657005149e+00
1.9520000000000000e+03	-6.3929801477019836e+00	+1.1523996492997395e+00
1.9530000000000000e+03	-6.4035019234642139e+00	+1.1541572964867635e+00
1.9540000000000000e+03	-6.4140288259667759e+00	+1.1559167080917325e+00
1.9550000000000000e+03	-6.4245608548168107e+00	+1.1576778849446854e+00
1.9560000000000000e+03	-6.4350980096212904e+00	+1.1594408278755526e+00
1.9570000000000000e+03	-6.4456402899869953e+00	+1.1612055377141546e+00
1.9580000000000000e+03	-6.4561876955205442e+00	+1.1629720152902037e+00
1.9590000000000000e+03	-6.4667402258283637e+00	+1.1647402614333009e+00
1.9600000000000000e+03	-6.4772978805167174e+00	+1.1665102769729419e+00
1.9610000000000000e+03	-6.4878606591916839e+00	+1.1682820627385098e+00
1.9620000000000000e+03	-6.4984285614591748e+00	+1.1700556195592808e+00
1.9630000000000000e+03	-6.5090015869249171e+00	+1.1718309482644214e+00
1.9640000000000000e+03	-6.5195797351944620e+00	+1.1736080496829875e+00
1.9650000000000000e+03	-6.5301630058731917e+00	+1.1753869246439284e+00
1.9660000000000000e+03	-6.5407513985663055e+00	+1.1771675739760812e+00
1.9670000000000000e+03	-6.5513449128788199e+00	+1.1789499985081744e+00
1.9680000000000000e+03	-6.5619435484156021e+00	+1.1807341990688294e+00
1.9690000000000000e+03	-6.5725473047813132e+00	+1.1825201764865554e+00
1.9700000000000000e+03	-6.5831561815804509e+00	+1.1843079315897527e+00
1.9710000000000000e+03	-6.5937701784173406e+00	+1.1860974652067129e+00
1.9720000000000000e+03	-6.6043892948961176e+00	+1.1878887781656156e+00
1.9730000000000000e+03	-6.6150135306207645e+00	+1.1896818712945350e+00
1.9740000000000000e+03	-6.6256428851950702e+00	+1.1914767454214326e+00
1.9750000000000000e+03	-6.6362773582226477e+00	+1.1932734013741590e+00
1.9760000000000000e+03	-6.6469169493069433e+00	+1.1950718399804585e+00
1.9770000000000000e+03	-6.6575616580512200e+00	+1.1968720620679629e+00
1.9780000000000000e+03	-6.6682114840585687e+00	+1.1986740684641946e+00
1.9790000000000000e+03	-6.6788664269319096e+00	+1.2004778599965678e+00
1.9800000000000000e+03	-6.6895264862739765e+00	+1.2022834374923839e+00
1.9810000000000000e+03	-6.7001916616873327e+00	+1.2040908017788365e+00
1.9820000000000000e+03	-6.7108619527743691e+00	+1.2058999536830082e+00
1.9830000000000000e+03	-6.7215373591372991e+00	+1.2077108940318717e+00
1.9840000000000000e+03	-6.7322178803781494e+00	+1.2095236236522884e+00
1.9850000000000000e+03	-6.7429035160987958e+00	+1.2113381433710126e+00
1.9860000000000000e+03	-6.7535942659009169e+00	+1.2131544540146848e+00
1.9870000000000000e+03	-6.7642901293860227e+00	+1.2149725564098370e+00
1.9880000000000000e+03	-6.7749911061554524e+00	+1.2167924513828907e+00
1.9890000000000000e+03	-6.7856971958103589e+00	+1.2186141397601560e+00
1.9900000000000000e+03	-6.7964083979517369e+00	+1.2204376223678355e+00
1.9910000000000000e+03	-6.8071247121803893e+00	+1.2222629000320173e+00
1.9920000000000000e+03	-6.8178461380969555e+00	+1.2240899735786823e+00
1.9930000000000000e+03	-6.8285726753018867e+00	+1.2259188438336983e+00
1.9940000000000000e+03	-6.8393043233954760e+00	+1.2277495116228243e+00
1.9950000000000000e+03	-6.8500410819778210e+00	+1.2295819777717072e+00
1.9960000000000000e+03	-6.8607829506488685e+00	+1.2314162431058850e+00
1.9970000000000000e+03	-6.8715299290083731e+00	+1.2332523084507840e+00
1.9980000000000000e+03	-6.8822820166559122e+00	+1.2350901746317182e+00
1.9990000000000000e+03	-6.8930392131909031e+00	+1.2369298424738935e+00
2.0000000000000000e+03	-6.9038015182125800e+00	+1.2387713128024032e+00
2.0010000000000000e+03	-6.9145689313199892e+00	+1.2406145864422287e+00
2.0020000000000000e+03	-6.9253414521120309e+00	+1.2424596642182439e+00
2.0030000000000000e+03	-6.9361190801874102e+00	+1.2443065469552088e+00
2.0040000000000000e+03	-6.9469018151446562e+00	+1.2461552354777721e+00
2.0050000000000000e+03	-6.9576896565821382e+00	+1.2480057306104739e+00
2.0060000000000000e+03	-6.9684826040980266e+00	+1.2498580331777389e+00
2.0070000000000000e+03	-6.9792806572903512e+00	+1.2517121440038863e+00
2.0080000000000000e+03	-6.9900838157569360e+00	+1.2535680639131195e+00
2.0090000000000000e+03	-7.0008920790954470e+00	+1.2554257937295323e+00
2.0100000000000000e+03	-7.0117054469033739e+00	+1.2572853342771075e+00
2.0110000000000000e+03	-7.0225239187780204e+00	+1.2591466863797145e+00
2.0120000000000000e+03	-7.0333474943165282e+00	+1.2610098508611132e+00
2.0130000000000000e+03	-7.0441761731158650e+00	+1.2628748285449527e+00
2.0140000000000000e+03	-7.0550099547728209e+00	+1.2647416202547690e+00
2.0150000000000000e+03	-7.0658488388840066e+00	+1.2666102268139856e+00
2.0160000000000000e+03	-7.0766928250458623e+00	+1.2684806490459175e+00
2.0170000000000000e+03	-7.0875419128546504e+00	+1.2703528877737638e+00
2.0180000000000000e+03	-7.0983961019064754e+00	+1.2722269438206171e+00
2.0190000000000000e+03	-7.1092553917972499e+00	+1.2741028180094545e+00
2.0200000000000000e+03	-7.1201197821227122e+00	+1.2759805111631417e+00
2.0210000000000000e+03	-7.1309892724784376e+00	+1.2778600241044338e+00
2.0220000000000000e+03	-7.1418638624598199e+00	+1.2797413576559726e+00
2.0230000000000000e+03	-7.1527435516620752e+00	+1.2816245126402883e+00
2.0240000000000000e+03	-7.1636283396802618e+00	+1.2835094898798018e+00
2.0250000000000000e+03	-7.1745182261092495e+00	+1.2853962901968183e+00
2.0260000000000000e+03	-7.1854132105437341e+00	+1.2872849144135319e+00
2.0270000000000000e+03	-7.1963132925782425e+00	+1.2891753633520253e+00
2.0280000000000000e+03	-7.2072184718071277e+00	+1.2910676378342694e+00
2.0290000000000000e+03	-7.2181287478245615e+00	+1.2929617386821204e+00
2.0300000000000000e+03	-7.2290441202245592e+00	+1.2948576667173264e+00
2.0310000000000000e+03	-7.2399645886009480e+00	+1.2967554227615203e+00
2.0320000000000000e+03	-7.2508901525473792e+00	+1.2986550076362227e+00
2.0330000000000000e+03	-7.2618208116573388e+00	+1.3005564221628425e+00
2.0340000000000000e+03	-7.2727565655241317e+00	+1.3024596671626754e+00
2.0350000000000000e+03	-7.2836974137409030e+00	+1.3043647434569068e+00
2.0360000000000000e+03	-7.2946433559006110e+00	+1.3062716518666073e+00
2.0370000000000000e+03	-7.3055943915960402e+00	+1.3081803932127356e+00
2.0380000000000000e+03	-7.3165505204198098e+00	+1.3100909683161381e+00
2.0390000000000000e+03	-7.3275117419643614e+00	+1.3120033779975480e+00
2.0400000000000000e+03	-7.3384780558219553e+00	+1.3139176230775855e+00
2.0410000000000000e+03	-7.3494494615846975e+00	+1.3158337043767598e+00
2.0420000000000000e+03	-7.3604259588445071e+00	+1.3177516227154660e+00
2.0430000000000000e+03	-7.3714075471931260e+00	+1.3196713789139860e+00
2.0440000000000000e+03	-7.3823942262221376e+00	+1.3215929737924899e+00
2.0450000000000000e+03	-7.3933859955229355e+00	+1.3235164081710336e+00
2.0460000000000000e+03	-7.4043828546867481e+00	+1.3254416828695608e+00
2.0470000000000000e+03	-7.4153848033046419e+00	+1.3273687987079037e+00
2.0480000000000000e+03	-7.4263918409674865e+00	+1.3292977565057782e+00
2.0490000000000000e+03	-7.4374039672659968e+00	+1.3312285570827895e+00
2.0500000000000000e+03	-7.4484211817907084e+00	+1.3331612012584286e+00
2.0510000000000000e+03	-7.4594434841319792e+00	+1.3350956898520727e+00
2.0520000000000000e+03	-7.4704708738800090e+00	+1.3370320236829891e+00
2.0530000000000000e+03	-7.4815033506248092e+00	+1.3389702035703281e+00
2.0540000000000000e+03	-7.4925409139562227e+00	+1.3409102303331275e+00
2.0550000000000000e+03	-7.5035835634639216e+00	+1.3428521047903124e+00
2.0560000000000000e+03	-7.5146312987374078e+00	+1.3447958277606953e+00
2.0570000000000000e+03	-7.5256841193659980e+00	+1.3467414000629718e+00
2.0580000000000000e+03	-7.5367420249388601e+00	+1.3486888225157303e+00
2.0590000000000000e+03	-7.5478050150449629e+00	+1.3506380959374384e+00
2.0600000000000000e+03	-7.5588730892731153e+00	+1.3525892211464547e+00
2.0610000000000000e+03	-7.5699462472119503e+00	+1.3545421989610225e+00
2.0620000000000000e+03	-7.5810244884499376e+00	+1.3564970301992723e+00
2.0630000000000000e+03	-7.5921078125753567e+00	+1.3584537156792196e+00
2.0640000000000000e+03	-7.6031962191763363e+00	+1.3604122562187679e+00
2.0650000000000000e+03	-7.6142897078408147e+00	+1.3623726526357061e+00
2.0660000000000000e+03	-7.6253882781565654e+00	+1.3643349057477079e+00
2.0670000000000000e+03	-7.6364919297111875e+00	+1.3662990163723356e+00
2.0680000000000000e+03	-7.6476006620921044e+00	+1.3682649853270339e+00
2.0690000000000000e+03	-7.6587144748865814e+00	+1.3702328134291384e+00
2.0700000000000000e+03	-7.6698333676816919e+00	+1.3722025014958668e+00
2.0710000000000000e+03	-7.6809573400643547e+00	+1.3741740503443243e+00
2.0720000000000000e+03	-7.6920863916212987e+00	+1.3761474607915005e+00
2.0730000000000000e+03	-7.7032205219390946e+00	+1.3781227336542730e+00
2.0740000000000000e+03	-7.7143597306041336e+00	+1.3800998697494036e+00
2.0750000000000000e+03	-7.7255040172026455e+00	+1.3820788698935413e+00
2.0760000000000000e+03	-7.7366533813206733e+00	+1.3840597349032187e+00
2.0770000000000000e+03	-7.7478078225440985e+00	+1.3860424655948564e+00
2.0780000000000000e+03	-7.7589673404586232e+00	+1.3880270627847580e+00
2.0790000000000000e+03	-7.7701319346497808e+00	+1.3900135272891148e+00
2.0800000000000000e+03	-7.7813016047029340e+00	+1.3920018599240020e+00
2.0810000000000000e+03	-7.7924763502032768e+00	+1.3939920615053827e+00
2.0820000000000000e+03	-7.8036561707358221e+00	+1.3959841328491025e+00
2.0830000000000000e+03	-7.8148410658854210e+00	+1.3979780747708945e+00
2.0840000000000000e+03	-7.8260310352367473e+00	+1.3999738880863768e+00
2.0850000000000000e+03	-7.8372260783742913e+00	+1.4019715736110496e+00
2.0860000000000000e+03	-7.8484261948824035e+00	+1.4039711321603041e+00
2.0870000000000000e+03	-7.8596313843452315e+00	+1.4059725645494128e+00
2.0880000000000000e+03	-7.8708416463467685e+00	+1.4079758715935349e+00
2.0890000000000000e+03	-7.8820569804708267e+00	+1.4099810541077125e+00
2.0900000000000000e+03	-7.8932773863010510e+00	+1.4119881129068745e+00
2.0910000000000000e+03	-7.9045028634209125e+00	+1.4139970488058353e+00
2.0920000000000000e+03	-7.9157334114137221e+00	+1.4160078626192942e+00
2.0930000000000000e+03	-7.9269690298626028e+00	+1.4180205551618348e+00
2.0940000000000000e+03	-7.9382097183505156e+00	+1.4200351272479246e+00
2.0950000000000000e+03	-7.9494554764602459e+00	+1.4220515796919178e+00
2.0960000000000000e+03	-7.9607063037744048e+00	+1.4240699133080514e+00
2.0970000000000000e+03	-7.9719621998754491e+00	+1.4260901289104497e+00
2.0980000000000000e+03	-7.9832231643456470e+00	+1.4281122273131208e+00
2.0990000000000000e+03	-7.9944891967671037e+00	+1.4301362093299563e+00
2.1000000000000000e+03	-8.0057602967217445e+00	+1.4321620757747331e+00
2.1010000000000000e+03	-8.0170364637913334e+00	+1.4341898274611127e+00
2.1020000000000000e+03	-8.0283176975574531e+00	+1.4362194652026405e+00
2.1030000000000000e+03	-8.0396039976015334e+00	+1.4382509898127493e+00
2.1040000000000000e+03	-8.0508953635048144e+00	+1.4402844021047529e+00
2.1050000000000000e+03	-8.0621917948483670e+00	+1.4423197028918497e+00
2.1060000000000000e+03	-8.0734932912131097e+00	+1.4443568929871258e+00
2.1070000000000000e+03	-8.0847998521797635e+00	+1.4463959732035474e+00
2.1080000000000000e+03	-8.0961114773288951e+00	+1.4484369443539671e+00
2.1090000000000000e+03	-8.1074281662409007e+00	+1.4504798072511227e+00
2.1100000000000000e+03	-8.1187499184960004e+00	+1.4525245627076344e+00
2.1110000000000000e+03	-8.1300767336742457e+00	+1.4545712115360074e+00
2.1120000000000000e+03	-8.1414086113555175e+00	+1.4566197545486308e+00
2.1130000000000000e+03	-8.1527455511195193e+00	+1.4586701925577770e+00
2.1140000000000000e+03	-8.1640875525457943e+00	+1.4607225263756036e+00
2.1150000000000000e+03	-8.1754346152137156e+00	+1.4627767568141530e+00
2.1160000000000000e+03	-8.1867867387024749e+00	+1.4648328846853482e+00
2.1170000000000000e+03	-8.1981439225911021e+00	+1.4668909108010000e+00
2.1180000000000000e+03	-8.2095061664584517e+00	+1.4689508359727994e+00
2.1190000000000000e+03	-8.2208734698832036e+00	+1.4710126610123226e+00
2.1200000000000000e+03	-8.2322458324438905e+00	+1.4730763867310328e+00
2.1210000000000000e+03	-8.2436232537188427e+00	+1.4751420139402716e+00
2.1220000000000000e+03	-8.2550057332862465e+00	+1.4772095434512678e+00
2.1230000000000000e+03	-8.2663932707240964e+00	+1.4792789760751313e+00
2.1240000000000000e+03	-8.2777858656102374e+00	+1.4813503126228591e+00
2.1250000000000000e+03	-8.2891835175223196e+00	+1.4834235539053267e+00
2.1260000000000000e+03	-8.3005862260378542e+00	+1.4854987007332991e+00
2.1270000000000000e+03	-8.3119939907341553e+00	+1.4875757539174195e+00
2.1280000000000000e+03	-8.3234068111883808e+00	+1.4896547142682177e+00
2.1290000000000000e+03	-8.3348246869775107e+00	+1.4917355825961047e+00
2.1300000000000000e+03	-8.3462476176783582e+00	+1.4938183597113763e+00
2.1310000000000000e+03	-8.3576756028675749e+00	+1.4959030464242125e+00
2.1320000000000000e+03	-8.3691086421216294e+00	+1.4979896435446736e+00
2.1330000000000000e+03	-8.3805467350168286e+00	+1.5000781518827053e+00
