X	Hy	Ex	Ez
-1.92e-08	-0.55265	-0.315124	-0.781742
-1.89e-08	-0.543175	-0.309703	-0.788145
-1.86e-08	-0.533631	-0.304242	-0.794464
-1.83e-08	-0.524019	-0.298742	-0.800699
-1.8e-08	-0.514339	-0.293204	-0.806849
-1.77e-08	-0.504593	-0.287627	-0.812913
-1.74e-08	-0.494782	-0.282014	-0.81889
-1.71e-08	-0.484908	-0.276365	-0.82478
-1.68e-08	-0.474972	-0.270679	-0.830583
-1.65e-08	-0.464974	-0.26496	-0.836297
-1.62e-08	-0.454917	-0.259206	-0.841923
-1.59e-08	-0.444802	-0.253418	-0.847459
-1.56e-08	-0.434629	-0.247598	-0.852904
-1.53e-08	-0.424401	-0.241746	-0.858259
-1.5e-08	-0.414118	-0.235864	-0.863523
-1.47e-08	-0.403782	-0.22995	-0.868694
-1.44e-08	-0.393394	-0.224007	-0.873773
-1.41e-08	-0.382956	-0.218036	-0.878759
-1.38e-08	-0.372468	-0.212036	-0.883652
-1.35e-08	-0.361933	-0.206009	-0.88845
-1.32e-08	-0.351351	-0.199955	-0.893154
-1.29e-08	-0.340724	-0.193876	-0.897762
-1.26e-08	-0.330053	-0.187772	-0.902275
-1.23e-08	-0.31934	-0.181643	-0.906691
-1.2e-08	-0.308585	-0.175491	-0.911011
-1.17e-08	-0.297791	-0.169317	-0.915234
-1.14e-08	-0.286959	-0.163121	-0.919359
-1.11e-08	-0.27609	-0.156903	-0.923386
-1.08e-08	-0.265186	-0.150666	-0.927314
-1.05e-08	-0.254247	-0.144409	-0.931144
-1.02e-08	-0.243276	-0.138133	-0.934874
-9.9e-09	-0.232273	-0.13184	-0.938504
-9.6e-09	-0.221241	-0.12553	-0.942034
-9.3e-09	-0.21018	-0.119203	-0.945463
-9e-09	-0.199092	-0.112861	-0.948791
-8.7e-09	-0.187978	-0.106505	-0.952018
-8.4e-09	-0.17684	-0.100135	-0.955143
-8.1e-09	-0.16568	-0.0937517	-0.958166
-7.8e-09	-0.154498	-0.0873565	-0.961087
-7.5e-09	-0.143296	-0.08095	-0.963904
-7.2e-09	-0.132076	-0.0745331	-0.966619
-6.9e-09	-0.120838	-0.0681065	-0.96923
-6.6e-09	-0.109585	-0.0616711	-0.971737
-6.3e-09	-0.0983182	-0.0552277	-0.974141
-6e-09	-0.0870385	-0.0487772	-0.97644
-5.7e-09	-0.0757474	-0.0423204	-0.978634
-5.4e-09	-0.0644466	-0.035858	-0.980723
-5.1e-09	-0.0531374	-0.029391	-0.982708
-4.8e-09	-0.0418212	-0.0229201	-0.984587
-4.5e-09	-0.0304996	-0.0164463	-0.98636
-4.2e-09	-0.019174	-0.00997023	-0.988028
-3.9e-09	-0.00784586	-0.00349284	-0.989589
-3.6e-09	0.00348342	0.00298505	-0.991045
-3.3e-09	0.0148124	0.00946262	-0.992394
-3e-09	0.0261395	0.015939	-0.993636
-2.7e-09	0.0374634	0.0224135	-0.994772
-2.4e-09	0.0487826	0.0288851	-0.995801
-2.1e-09	0.0600957	0.0353531	-0.996723
-1.8e-09	0.0714011	0.0418165	-0.997537
-1.5e-09	0.0826975	0.0482747	-0.998245
-1.2e-09	0.0939835	0.0547268	-0.998845
-9e-10	0.105257	0.0611718	-0.999338
-6e-10	0.116518	0.0676091	-0.999723
-3e-10	0.127764	0.0740378	-1
0	0.127764	-1	0.034636
1e-09	0.125041	-0.978814	0.0331675
2e-09	0.122376	-0.958076	0.0317459
3e-09	0.119767	-0.937778	0.0303698
4e-09	0.117215	-0.917909	0.0290379
5e-09	0.114716	-0.898462	0.027749
6e-09	0.112271	-0.879425	0.0265018
7e-09	0.109878	-0.860792	0.0252952
8e-09	0.107536	-0.842554	0.0241279
9e-09	0.105244	-0.824702	0.022999
1e-08	0.103	-0.807227	0.0219072
1.1e-08	0.100805	-0.790123	0.0208514
1.2e-08	0.0986561	-0.773381	0.0198307
1.3e-08	0.0965531	-0.756993	0.0188441
1.4e-08	0.0944949	-0.740953	0.0178905
1.5e-08	0.0924805	-0.725252	0.016969
1.6e-08	0.0905091	-0.709884	0.0160786
1.7e-08	0.0885797	-0.694841	0.0152185
1.8e-08	0.0866913	-0.680117	0.0143877
1.9e-08	0.0848432	-0.665704	0.0135854
2e-08	0.0830345	-0.651597	0.0128108
2.1e-08	0.0812643	-0.637789	0.012063
2.2e-08	0.0795318	-0.624273	0.0113413
2.3e-08	0.0778363	-0.611043	0.0106448
2.4e-08	0.0761769	-0.598093	0.00997294
2.5e-08	0.0745528	-0.585418	0.00932483
2.6e-08	0.0729633	-0.573011	0.00869982
2.7e-08	0.0714077	-0.560867	0.00809721
2.8e-08	0.0698853	-0.54898	0.00751634
2.9e-08	0.0683953	-0.537345	0.00695654
3e-08	0.066937	-0.525957	0.00641719
3.1e-08	0.0655098	-0.514809	0.00589767
3.2e-08	0.064113	-0.503898	0.00539738
3.3e-08	0.062746	-0.493218	0.00491574
3.4e-08	0.0614081	-0.482764	0.00445217
3.5e-08	0.0600988	-0.472531	0.00400612
3.6e-08	0.0588173	-0.462516	0.00357707
3.7e-08	0.0575631	-0.452712	0.00316449
3.8e-08	0.0563357	-0.443116	0.00276786
3.9e-08	0.0551344	-0.433724	0.00238671
4e-08	0.0539588	-0.42453	0.00202054
4.1e-08	0.0528081	-0.415531	0.0016689
4.2e-08	0.051682	-0.406723	0.00133133
4.3e-08	0.05058	-0.398101	0.00100739
4.4e-08	0.0495013	-0.389662	0.000696655
4.5e-08	0.0484457	-0.381402	0.000398706
4.6e-08	0.0474126	-0.373317	0.000113141
4.7e-08	0.0464015	-0.365403	-0.000160432
4.8e-08	0.0454119	-0.357656	-0.000422395
4.9e-08	0.0444435	-0.350074	-0.000673119
5e-08	0.0434957	-0.342653	-0.000912963
5.1e-08	0.042568	-0.335388	-0.00114228
5.2e-08	0.0416602	-0.328278	-0.0013614
5.3e-08	0.0407717	-0.321318	-0.00157067
5.4e-08	0.0399021	-0.314506	-0.00177039
5.5e-08	0.0390511	-0.307838	-0.00196089
5.6e-08	0.0382182	-0.301312	-0.00214246
5.7e-08	0.0374031	-0.294923	-0.00231541
5.8e-08	0.0366054	-0.28867	-0.00248
5.9e-08	0.0358246	-0.28255	-0.00263653
6e-08	0.0350605	-0.276559	-0.00278526
6.1e-08	0.0343127	-0.270695	-0.00292645
6.2e-08	0.0335808	-0.264955	-0.00306035
6.3e-08	0.0328645	-0.259337	-0.00318722
6.4e-08	0.0321635	-0.253839	-0.00330729
6.5e-08	0.0314775	-0.248456	-0.00342079
6.6e-08	0.030806	-0.243188	-0.00352795
6.7e-08	0.0301489	-0.238031	-0.00362899
6.8e-08	0.0295058	-0.232984	-0.00372412
6.9e-08	0.0288764	-0.228043	-0.00381354
7e-08	0.0282604	-0.223208	-0.00389746
7.1e-08	0.0276576	-0.218474	-0.00397607
7.2e-08	0.0270676	-0.213841	-0.00404955
7.3e-08	0.0264901	-0.209307	-0.0041181
7.4e-08	0.025925	-0.204868	-0.00418188
7.5e-08	0.025372	-0.200523	-0.00424107
7.6e-08	0.0248307	-0.196271	-0.00429584
7.7e-08	0.024301	-0.192108	-0.00434635
7.8e-08	0.0237825	-0.188034	-0.00439275
7.9e-08	0.0232751	-0.184046	-0.0044352
8e-08	0.0227786	-0.180143	-0.00447384
8.1e-08	0.0222926	-0.176323	-0.00450882
8.2e-08	0.021817	-0.172583	-0.00454027
8.3e-08	0.0213515	-0.168923	-0.00456834
8.4e-08	0.020896	-0.16534	-0.00459314
8.5e-08	0.0204502	-0.161833	-0.00461481
8.6e-08	0.0200138	-0.158401	-0.00463347
8.7e-08	0.0195868	-0.155041	-0.00464924
8.8e-08	0.0191689	-0.151752	-0.00466223
8.9e-08	0.0187599	-0.148534	-0.00467255
9e-08	0.0183596	-0.145383	-0.00468031
9.1e-08	0.0179679	-0.142299	-0.00468562
9.2e-08	0.0175845	-0.139281	-0.00468857
9.3e-08	0.0172093	-0.136327	-0.00468927
9.4e-08	0.016842	-0.133435	-0.00468781
9.5e-08	0.0164827	-0.130604	-0.00468427
9.6e-08	0.0161309	-0.127834	-0.00467876
9.7e-08	0.0157867	-0.125122	-0.00467136
9.8e-08	0.0154498	-0.122468	-0.00466214
9.9e-08	0.0151202	-0.11987	-0.00465119
1e-07	0.0147975	-0.117327	-0.00463859
1.01e-07	0.0144817	-0.114838	-0.00462442
1.02e-07	0.0141727	-0.112402	-0.00460874
1.03e-07	0.0138702	-0.110017	-0.00459162
1.04e-07	0.0135742	-0.107683	-0.00457314
1.05e-07	0.0132845	-0.105399	-0.00455337
1.06e-07	0.013001	-0.103163	-0.00453235
1.07e-07	0.0127236	-0.100974	-0.00451016
1.08e-07	0.012452	-0.0988318	-0.00448686
1.09e-07	0.0121863	-0.0967349	-0.0044625
1.1e-07	0.0119262	-0.0946826	-0.00443714
1.11e-07	0.0116716	-0.0926737	-0.00441084
1.12e-07	0.0114225	-0.0907074	-0.00438363
1.13e-07	0.0111787	-0.0887829	-0.00435559
1.14e-07	0.0109401	-0.0868991	-0.00432674
1.15e-07	0.0107066	-0.0850553	-0.00429715
1.16e-07	0.0104781	-0.0832506	-0.00426685
1.17e-07	0.0102545	-0.0814841	-0.00423589
1.18e-07	0.0100356	-0.0797551	-0.0042043
1.19e-07	0.00982138	-0.0780628	-0.00417214
1.2e-07	0.00961174	-0.0764064	-0.00413944
1.21e-07	0.00940657	-0.0747851	-0.00410624
1.22e-07	0.00920578	-0.0731981	-0.00407257
1.23e-07	0.00900928	-0.0716449	-0.00403847
1.24e-07	0.00881696	-0.0701245	-0.00400398
1.25e-07	0.00862875	-0.0686364	-0.00396911
1.26e-07	0.00844456	-0.0671799	-0.00393392
1.27e-07	0.00826429	-0.0657543	-0.00389842
1.28e-07	0.00808787	-0.0643589	-0.00386264
1.29e-07	0.00791522	-0.0629931	-0.00382662
1.3e-07	0.00774624	-0.0616562	-0.00379038
1.31e-07	0.00758088	-0.0603477	-0.00375394
1.32e-07	0.00741904	-0.059067	-0.00371734
1.33e-07	0.00726065	-0.0578134	-0.00368058
1.34e-07	0.00710564	-0.0565865	-0.00364371
1.35e-07	0.00695395	-0.0553855	-0.00360673
1.36e-07	0.00680548	-0.05421	-0.00356968
1.37e-07	0.00666019	-0.0530595	-0.00353256
1.38e-07	0.00651799	-0.0519333	-0.00349541
1.39e-07	0.00637883	-0.0508311	-0.00345823
1.4e-07	0.00624264	-0.0497522	-0.00342105
1.41e-07	0.00610936	-0.0486962	-0.00338388
1.42e-07	0.00597892	-0.0476626	-0.00334674
1.43e-07	0.00585126	-0.0466509	-0.00330965
1.44e-07	0.00572633	-0.0456607	-0.00327261
1.45e-07	0.00560406	-0.0446915	-0.00323565
1.46e-07	0.0054844	-0.0437429	-0.00319878
1.47e-07	0.00536729	-0.0428144	-0.00316201
1.48e-07	0.00525269	-0.0419055	-0.00312535
1.49e-07	0.00514053	-0.041016	-0.00308882
1.5e-07	0.00503076	-0.0401453	-0.00305243
1.51e-07	0.00492334	-0.0392931	-0.00301618
1.52e-07	0.00481821	-0.038459	-0.00298009
1.53e-07	0.00471532	-0.0376426	-0.00294417
1.54e-07	0.00461463	-0.0368435	-0.00290842
1.55e-07	0.00451608	-0.0360614	-0.00287286
1.56e-07	0.00441964	-0.0352958	-0.00283749
1.57e-07	0.00432526	-0.0345465	-0.00280233
1.58e-07	0.0042329	-0.0338131	-0.00276737
1.59e-07	0.0041425	-0.0330952	-0.00273263
1.6e-07	0.00405403	-0.0323926	-0.00269812
1.61e-07	0.00396745	-0.0317049	-0.00266383
1.62e-07	0.00388272	-0.0310318	-0.00262978
1.63e-07	0.0037998	-0.0303729	-0.00259597
1.64e-07	0.00371865	-0.0297281	-0.0025624
1.65e-07	0.00363923	-0.0290969	-0.00252909
1.66e-07	0.00356151	-0.0284791	-0.00249603
1.67e-07	0.00348544	-0.0278745	-0.00246323
1.68e-07	0.003411	-0.0272826	-0.0024307
1.69e-07	0.00333814	-0.0267033	-0.00239843
1.7e-07	0.00326685	-0.0261363	-0.00236643
1.71e-07	0.00319707	-0.0255814	-0.00233471
1.72e-07	0.00312878	-0.0250382	-0.00230326
1.73e-07	0.00306196	-0.0245065	-0.0022721
1.74e-07	0.00299655	-0.0239862	-0.00224121
1.75e-07	0.00293255	-0.0234768	-0.00221061
1.76e-07	0.00286991	-0.0229783	-0.00218029
1.77e-07	0.00280861	-0.0224904	-0.00215026
1.78e-07	0.00274861	-0.0220128	-0.00212052
1.79e-07	0.0026899	-0.0215453	-0.00209107
1.8e-07	0.00263244	-0.0210878	-0.00206192
1.81e-07	0.00257621	-0.02064	-0.00203305
1.82e-07	0.00252117	-0.0202017	-0.00200448
1.83e-07	0.00246732	-0.0197726	-0.0019762
1.84e-07	0.00241461	-0.0193527	-0.00194822
1.85e-07	0.00236303	-0.0189417	-0.00192053
1.86e-07	0.00231255	-0.0185395	-0.00189313
1.87e-07	0.00226314	-0.0181457	-0.00186603
1.88e-07	0.0022148	-0.0177604	-0.00183923
1.89e-07	0.00216748	-0.0173832	-0.00181272
1.9e-07	0.00212117	-0.017014	-0.0017865
1.91e-07	0.00207586	-0.0166526	-0.00176058
1.92e-07	0.00203151	-0.0162989	-0.00173495
1.93e-07	0.0019881	-0.0159528	-0.00170961
1.94e-07	0.00194563	-0.0156139	-0.00168457
1.95e-07	0.00190406	-0.0152823	-0.00165981
1.96e-07	0.00186338	-0.0149577	-0.00163534
1.97e-07	0.00182357	-0.01464	-0.00161117
1.98e-07	0.0017846	-0.014329	-0.00158728
1.99e-07	0.00174647	-0.0140247	-0.00156367
2e-07	0.00170916	-0.0137268	-0.00154035
2.01e-07	0.00167264	-0.0134352	-0.00151732
2.02e-07	0.0016369	-0.0131498	-0.00149456
2.03e-07	0.00160192	-0.0128705	-0.00147209
2.04e-07	0.00156769	-0.0125971	-0.00144989
2.05e-07	0.00153419	-0.0123295	-0.00142798
2.06e-07	0.00150141	-0.0120676	-0.00140633
2.07e-07	0.00146933	-0.0118112	-0.00138496
2.08e-07	0.00143793	-0.0115603	-0.00136387
2.09e-07	0.0014072	-0.0113147	-0.00134304
2.1e-07	0.00137713	-0.0110744	-0.00132248
2.11e-07	0.0013477	-0.0108391	-0.00130218
2.12e-07	0.0013189	-0.0106088	-0.00128215
2.13e-07	0.00129072	-0.0103834	-0.00126239
2.14e-07	0.00126314	-0.0101628	-0.00124288
2.15e-07	0.00123614	-0.00994693	-0.00122363
2.16e-07	0.00120972	-0.0097356	-0.00120463
2.17e-07	0.00118387	-0.00952876	-0.00118589
2.18e-07	0.00115857	-0.00932631	-0.0011674
2.19e-07	0.00113381	-0.00912816	-0.00114916
2.2e-07	0.00110958	-0.00893422	-0.00113117
2.21e-07	0.00108586	-0.0087444	-0.00111342
2.22e-07	0.00106266	-0.0085586	-0.00109591
2.23e-07	0.00103994	-0.00837676	-0.00107865
2.24e-07	0.00101772	-0.00819877	-0.00106162
2.25e-07	0.000995965	-0.00802456	-0.00104482
2.26e-07	0.000974677	-0.00785405	-0.00102826
2.27e-07	0.000953845	-0.00768717	-0.00101194
2.28e-07	0.000933457	-0.00752383	-0.000995836
2.29e-07	0.000913505	-0.00736395	-0.000979962
2.3e-07	0.000893979	-0.00720747	-0.000964312
2.31e-07	0.00087487	-0.00705432	-0.000948884
2.32e-07	0.00085617	-0.00690441	-0.000933676
2.33e-07	0.000837869	-0.00675769	-0.000918684
2.34e-07	0.000819959	-0.00661409	-0.000903907
2.35e-07	0.000802431	-0.00647354	-0.000889343
2.36e-07	0.000785278	-0.00633597	-0.000874988
2.37e-07	0.000768492	-0.00620132	-0.000860841
2.38e-07	0.000752064	-0.00606953	-0.0008469
2.39e-07	0.000735987	-0.00594055	-0.000833161
2.4e-07	0.000720253	-0.0058143	-0.000819623
2.41e-07	0.000704856	-0.00569073	-0.000806284
2.42e-07	0.000689788	-0.00556979	-0.00079314
2.43e-07	0.000675041	-0.00545141	-0.000780191
2.44e-07	0.00066061	-0.00533555	-0.000767432
2.45e-07	0.000646487	-0.00522216	-0.000754864
2.46e-07	0.000632666	-0.00511117	-0.000742482
2.47e-07	0.00061914	-0.00500253	-0.000730284
2.48e-07	0.000605903	-0.00489621	-0.00071827
2.49e-07	0.000592949	-0.00479214	-0.000706435
2.5e-07	0.000580271	-0.00469029	-0.000694778
2.51e-07	0.000567865	-0.0045906	-0.000683298
2.52e-07	0.000555724	-0.00449302	-0.000671991
2.53e-07	0.000543842	-0.00439752	-0.000660855
2.54e-07	0.000532214	-0.00430405	-0.000649888
2.55e-07	0.000520834	-0.00421256	-0.000639089
2.56e-07	0.000509698	-0.00412302	-0.000628454
2.57e-07	0.000498799	-0.00403538	-0.000617983
2.58e-07	0.000488134	-0.0039496	-0.000607672
2.59e-07	0.000477696	-0.00386564	-0.00059752
2.6e-07	0.000467482	-0.00378347	-0.000587524
2.61e-07	0.000457486	-0.00370304	-0.000577683
2.62e-07	0.000447703	-0.00362432	-0.000567994
2.63e-07	0.00043813	-0.00354727	-0.000558456
2.64e-07	0.000428761	-0.00347186	-0.000549066
2.65e-07	0.000419592	-0.00339806	-0.000539822
2.66e-07	0.000410619	-0.00332582	-0.000530723
2.67e-07	0.000401838	-0.00325511	-0.000521767
2.68e-07	0.000393245	-0.00318591	-0.000512951
2.69e-07	0.000384835	-0.00311818	-0.000504274
2.7e-07	0.000376605	-0.00305188	-0.000495733
2.71e-07	0.000368551	-0.002987	-0.000487327
2.72e-07	0.00036067	-0.00292349	-0.000479055
2.73e-07	0.000352956	-0.00286134	-0.000470913
2.74e-07	0.000345408	-0.0028005	-0.000462901
2.75e-07	0.00033802	-0.00274096	-0.000455016
2.76e-07	0.000330791	-0.00268268	-0.000447257
2.77e-07	0.000323716	-0.00262564	-0.000439622
2.78e-07	0.000316793	-0.00256982	-0.000432109
2.79e-07	0.000310017	-0.00251518	-0.000424716
2.8e-07	0.000303387	-0.0024617	-0.000417442
2.81e-07	0.000296898	-0.00240935	-0.000410286
2.82e-07	0.000290547	-0.00235812	-0.000403244
2.83e-07	0.000284333	-0.00230798	-0.000396316
2.84e-07	0.000278251	-0.0022589	-0.000389501
2.85e-07	0.000272299	-0.00221087	-0.000382795
2.86e-07	0.000266475	-0.00216386	-0.000376199
2.87e-07	0.000260775	-0.00211784	-0.000369709
2.88e-07	0.000255197	-0.00207281	-0.000363326
2.89e-07	0.000249738	-0.00202873	-0.000357046
2.9e-07	0.000244396	-0.00198559	-0.000350869
2.91e-07	0.000239168	-0.00194336	-0.000344793
2.92e-07	0.000234052	-0.00190203	-0.000338816
2.93e-07	0.000229045	-0.00186158	-0.000332938
2.94e-07	0.000224145	-0.001822	-0.000327156
2.95e-07	0.00021935	-0.00178325	-0.000321469
2.96e-07	0.000214658	-0.00174532	-0.000315876
2.97e-07	0.000210066	-0.0017082	-0.000310375
2.98e-07	0.000205572	-0.00167187	-0.000304965
2.99e-07	0.000201174	-0.00163632	-0.000299645
3e-07	0.00019687	-0.00160152	-0.000294413
