w	Re(eps)	Im(eps)
8.3499999999999996e+00	+2.0124356472738993e+00	+2.1743386021499143e-02
8.3599999999999994e+00	+2.0195782782917728e+00	+2.1665455556211802e-02
8.3699999999999992e+00	+2.0266953255772178e+00	+2.1587897057269646e-02
8.3800000000000008e+00	+2.0337869111646869e+00	+2.1510708308068120e-02
8.3900000000000006e+00	+2.0408531563618824e+00	+2.1433887107834573e-02
8.4000000000000004e+00	+2.0478941817549421e+00	+2.1357431271496478e-02
8.4100000000000001e+00	+2.0549101072135834e+00	+2.1281338629550933e-02
8.4199999999999999e+00	+2.0619010518962080e+00	+2.1205607027935339e-02
8.4299999999999997e+00	+2.0688671342549552e+00	+2.1130234327899421e-02
8.4399999999999995e+00	+2.0758084720407242e+00	+2.1055218405878335e-02
8.4499999999999993e+00	+2.0827251823081485e+00	+2.0980557153367042e-02
8.4600000000000009e+00	+2.0896173814205281e+00	+2.0906248476795872e-02
8.4700000000000006e+00	+2.0964851850547275e+00	+2.0832290297407220e-02
8.4800000000000004e+00	+2.1033287082060248e+00	+2.0758680551133449e-02
8.4900000000000002e+00	+2.1101480651929281e+00	+2.0685417188475920e-02
8.5000000000000000e+00	+2.1169433696619473e+00	+2.0612498174385152e-02
8.5099999999999998e+00	+2.1237147345923315e+00	+2.0539921488142120e-02
8.5199999999999996e+00	+2.1304622723007607e+00	+2.0467685123240664e-02
8.5299999999999994e+00	+2.1371860944460068e+00	+2.0395787087271008e-02
8.5399999999999991e+00	+2.1438863120335512e+00	+2.0324225401804338e-02
8.5500000000000007e+00	+2.1505630354201646e+00	+2.0252998102278496e-02
8.5600000000000005e+00	+2.1572163743184531e+00	+2.0182103237884733e-02
8.5700000000000003e+00	+2.1638464378013644e+00	+2.0111538871455458e-02
8.5800000000000001e+00	+2.1704533343066563e+00	+2.0041303079353170e-02
8.5899999999999999e+00	+2.1770371716413321e+00	+1.9971393951360255e-02
8.5999999999999996e+00	+2.1835980569860380e+00	+1.9901809590569940e-02
8.6099999999999994e+00	+2.1901360968994239e+00	+1.9832548113278180e-02
8.6199999999999992e+00	+2.1966513973224693e+00	+1.9763607648876594e-02
8.6300000000000008e+00	+2.2031440635827773e+00	+1.9694986339746354e-02
8.6400000000000006e+00	+2.2096142003988293e+00	+1.9626682341153091e-02
8.6500000000000004e+00	+2.2160619118842066e+00	+1.9558693821142756e-02
8.6600000000000001e+00	+2.2224873015517801e+00	+1.9491018960438426e-02
8.6699999999999999e+00	+2.2288904723178637e+00	+1.9423655952338074e-02
8.6799999999999997e+00	+2.2352715265063345e+00	+1.9356603002613312e-02
8.6899999999999995e+00	+2.2416305658527231e+00	+1.9289858329408997e-02
8.6999999999999993e+00	+2.2479676915082649e+00	+1.9223420163143816e-02
8.7100000000000009e+00	+2.2542830040439239e+00	+1.9157286746411793e-02
8.7200000000000006e+00	+2.2605766034543833e+00	+1.9091456333884597e-02
8.7300000000000004e+00	+2.2668485891620023e+00	+1.9025927192214888e-02
8.7400000000000002e+00	+2.2730990600207441e+00	+1.8960697599940429e-02
8.7500000000000000e+00	+2.2793281143200681e+00	+1.8895765847389161e-02
8.7599999999999998e+00	+2.2855358497887956e+00	+1.8831130236585059e-02
8.7699999999999996e+00	+2.2917223635989439e+00	+1.8766789081154912e-02
8.7799999999999994e+00	+2.2978877523695251e+00	+1.8702740706235940e-02
8.7899999999999991e+00	+2.3040321121703222e+00	+1.8638983448384227e-02
8.8000000000000007e+00	+2.3101555385256285e+00	+1.8575515655483980e-02
8.8100000000000005e+00	+2.3162581264179622e+00	+1.8512335686657663e-02
8.8200000000000003e+00	+2.3223399702917482e+00	+1.8449441912176890e-02
8.8300000000000001e+00	+2.3284011640569711e+00	+1.8386832713374157e-02
8.8399999999999999e+00	+2.3344418010928023e+00	+1.8324506482555354e-02
8.8499999999999996e+00	+2.3404619742511956e+00	+1.8262461622913062e-02
8.8599999999999994e+00	+2.3464617758604542e+00	+1.8200696548440670e-02
8.8699999999999992e+00	+2.3524412977287708e+00	+1.8139209683847218e-02
8.8800000000000008e+00	+2.3584006311477408e+00	+1.8077999464473048e-02
8.8900000000000006e+00	+2.3643398668958451e+00	+1.8017064336206142e-02
8.9000000000000004e+00	+2.3702590952419067e+00	+1.7956402755399337e-02
8.9100000000000001e+00	+2.3761584059485221e+00	+1.7896013188788144e-02
8.9199999999999999e+00	+2.3820378882754629e+00	+1.7835894113409401e-02
8.9299999999999997e+00	+2.3878976309830517e+00	+1.7776044016520602e-02
8.9399999999999995e+00	+2.3937377223355134e+00	+1.7716461395519967e-02
8.9499999999999993e+00	+2.3995582501042976e+00	+1.7657144757867234e-02
8.9600000000000009e+00	+2.4053593015713757e+00	+1.7598092621005125e-02
8.9700000000000006e+00	+2.4111409635325143e+00	+1.7539303512281557e-02
8.9800000000000004e+00	+2.4169033223005205e+00	+1.7480775968872504e-02
8.9900000000000002e+00	+2.4226464637084639e+00	+1.7422508537705557e-02
9.0000000000000000e+00	+2.4283704731128721e+00	+1.7364499775384182e-02
9.0099999999999998e+00	+2.4340754353969025e+00	+1.7306748248112631e-02
9.0199999999999996e+00	+2.4397614349734869e+00	+1.7249252531621535e-02
9.0299999999999994e+00	+2.4454285557884590e+00	+1.7192011211094080e-02
9.0399999999999991e+00	+2.4510768813236474e+00	+1.7135022881092987e-02
9.0500000000000007e+00	+2.4567064945999508e+00	+1.7078286145487998e-02
9.0600000000000005e+00	+2.4623174781803918e+00	+1.7021799617384040e-02
9.0700000000000003e+00	+2.4679099141731391e+00	+1.6965561919050073e-02
9.0800000000000001e+00	+2.4734838842345153e+00	+1.6909571681848489e-02
9.0899999999999999e+00	+2.4790394695719753e+00	+1.6853827546165181e-02
9.0999999999999996e+00	+2.4845767509470633e+00	+1.6798328161340220e-02
9.1099999999999994e+00	+2.4900958086783502e+00	+1.6743072185599121e-02
9.1199999999999992e+00	+2.4955967226443434e+00	+1.6688058285984717e-02
9.1300000000000008e+00	+2.5010795722863794e+00	+1.6633285138289641e-02
9.1400000000000006e+00	+2.5065444366114886e+00	+1.6578751426989412e-02
9.1500000000000004e+00	+2.5119913941952450e+00	+1.6524455845176041e-02
9.1600000000000001e+00	+2.5174205231845881e+00	+1.6470397094492294e-02
9.1699999999999999e+00	+2.5228319013006244e+00	+1.6416573885066496e-02
9.1799999999999997e+00	+2.5282256058414139e+00	+1.6362984935447869e-02
9.1899999999999995e+00	+2.5336017136847242e+00	+1.6309628972542504e-02
9.1999999999999993e+00	+2.5389603012907744e+00	+1.6256504731549822e-02
9.2100000000000009e+00	+2.5443014447049519e+00	+1.6203610955899606e-02
9.2200000000000006e+00	+2.5496252195605082e+00	+1.6150946397189624e-02
9.2300000000000004e+00	+2.5549317010812400e+00	+1.6098509815123722e-02
9.2400000000000002e+00	+2.5602209640841438e+00	+1.6046299977450489e-02
9.2500000000000000e+00	+2.5654930829820537e+00	+1.5994315659902444e-02
9.2599999999999998e+00	+2.5707481317862579e+00	+1.5942555646135777e-02
9.2699999999999996e+00	+2.5759861841090976e+00	+1.5891018727670556e-02
9.2799999999999994e+00	+2.5812073131665421e+00	+1.5839703703831472e-02
9.2899999999999991e+00	+2.5864115917807502e+00	+1.5788609381689130e-02
9.3000000000000007e+00	+2.5915990923826064e+00	+1.5737734576001788e-02
9.3100000000000005e+00	+2.5967698870142444e+00	+1.5687078109157610e-02
9.3200000000000003e+00	+2.6019240473315430e+00	+1.5636638811117466e-02
9.3300000000000001e+00	+2.6070616446066142e+00	+1.5586415519358141e-02
9.3399999999999999e+00	+2.6121827497302643e+00	+1.5536407078816076e-02
9.3499999999999996e+00	+2.6172874332144374e+00	+1.5486612341831600e-02
9.3599999999999994e+00	+2.6223757651946458e+00	+1.5437030168093608e-02
9.3699999999999992e+00	+2.6274478154323768e+00	+1.5387659424584746e-02
9.3800000000000008e+00	+2.6325036533174853e+00	+1.5338498985526985e-02
9.3900000000000006e+00	+2.6375433478705648e+00	+1.5289547732327788e-02
9.4000000000000004e+00	+2.6425669677453048e+00	+1.5240804553526601e-02
9.4100000000000001e+00	+2.6475745812308276e+00	+1.5192268344741914e-02
9.4199999999999999e+00	+2.6525662562540098e+00	+1.5143938008618638e-02
9.4299999999999997e+00	+2.6575420603817856e+00	+1.5095812454776088e-02
9.4399999999999995e+00	+2.6625020608234315e+00	+1.5047890599756277e-02
9.4499999999999993e+00	+2.6674463244328392e+00	+1.5000171366972690e-02
9.4600000000000009e+00	+2.6723749177107643e+00	+1.4952653686659529e-02
9.4700000000000006e+00	+2.6772879068070643e+00	+1.4905336495821320e-02
9.4800000000000004e+00	+2.6821853575229184e+00	+1.4858218738182990e-02
9.4900000000000002e+00	+2.6870673353130301e+00	+1.4811299364140346e-02
9.5000000000000000e+00	+2.6919339052878133e+00	+1.4764577330710975e-02
9.5099999999999998e+00	+2.6967851322155654e+00	+1.4718051601485583e-02
9.5199999999999996e+00	+2.7016210805246184e+00	+1.4671721146579664e-02
9.5299999999999994e+00	+2.7064418143054834e+00	+1.4625584942585675e-02
9.5399999999999991e+00	+2.7112473973129676e+00	+1.4579641972525542e-02
9.5500000000000007e+00	+2.7160378929682869e+00	+1.4533891225803583e-02
9.5600000000000005e+00	+2.7208133643611565e+00	+1.4488331698159850e-02
9.5700000000000003e+00	+2.7255738742518689e+00	+1.4442962391623791e-02
9.5800000000000001e+00	+2.7303194850733536e+00	+1.4397782314468392e-02
9.5899999999999999e+00	+2.7350502589332266e+00	+1.4352790481164638e-02
9.5999999999999996e+00	+2.7397662576158206e+00	+1.4307985912336353e-02
9.6099999999999994e+00	+2.7444675425842036e+00	+1.4263367634715437e-02
9.6199999999999992e+00	+2.7491541749821797e+00	+1.4218934681097497e-02
9.6300000000000008e+00	+2.7538262156362787e+00	+1.4174686090297789e-02
9.6400000000000006e+00	+2.7584837250577285e+00	+1.4130620907107547e-02
9.6500000000000004e+00	+2.7631267634444159e+00	+1.4086738182250714e-02
9.6600000000000001e+00	+2.7677553906828281e+00	+1.4043036972340979e-02
9.6699999999999999e+00	+2.7723696663499884e+00	+1.3999516339839181e-02
9.6799999999999997e+00	+2.7769696497153693e+00	+1.3956175353011087e-02
9.6899999999999995e+00	+2.7815553997427984e+00	+1.3913013085885492e-02
9.6999999999999993e+00	+2.7861269750923459e+00	+1.3870028618212682e-02
9.7100000000000009e+00	+2.7906844341222015e+00	+1.3827221035423243e-02
9.7200000000000006e+00	+2.7952278348905364e+00	+1.3784589428587162e-02
9.7300000000000004e+00	+2.7997572351573528e+00	+1.3742132894373333e-02
9.7400000000000002e+00	+2.8042726923863177e+00	+1.3699850535009351e-02
9.7500000000000000e+00	+2.8087742637465882e+00	+1.3657741458241649e-02
9.7599999999999998e+00	+2.8132620061146190e+00	+1.3615804777295950e-02
9.7699999999999996e+00	+2.8177359760759582e+00	+1.3574039610838071e-02
9.7799999999999994e+00	+2.8221962299270338e+00	+1.3532445082934991e-02
9.7899999999999991e+00	+2.8266428236769223e+00	+1.3491020323016320e-02
9.8000000000000007e+00	+2.8310758130491074e+00	+1.3449764465835987e-02
9.8100000000000005e+00	+2.8354952534832245e+00	+1.3408676651434349e-02
9.8200000000000003e+00	+2.8399012001367980e+00	+1.3367756025100474e-02
9.8300000000000001e+00	+2.8442937078869566e+00	+1.3327001737334870e-02
9.8399999999999999e+00	+2.8486728313321468e+00	+1.3286412943812409e-02
9.8499999999999996e+00	+2.8530386247938266e+00	+1.3245988805345620e-02
9.8599999999999994e+00	+2.8573911423181508e+00	+1.3205728487848243e-02
9.8699999999999992e+00	+2.8617304376776449e+00	+1.3165631162299069e-02
9.8800000000000008e+00	+2.8660565643728630e+00	+1.3125696004706150e-02
9.8900000000000006e+00	+2.8703695756340393e+00	+1.3085922196071159e-02
9.9000000000000004e+00	+2.8746695244227247e+00	+1.3046308922354198e-02
9.9100000000000001e+00	+2.8789564634334122e+00	+1.3006855374438759e-02
9.9199999999999999e+00	+2.8832304450951511e+00	+1.2967560748097033e-02
9.9299999999999997e+00	+2.8874915215731511e+00	+1.2928424243955494e-02
9.9399999999999995e+00	+2.8917397447703723e+00	+1.2889445067460733e-02
9.9499999999999993e+00	+2.8959751663291073e+00	+1.2850622428845609e-02
9.9600000000000009e+00	+2.9001978376325490e+00	+1.2811955543095620e-02
9.9700000000000006e+00	+2.9044078098063504e+00	+1.2773443629915575e-02
9.9800000000000004e+00	+2.9086051337201706e+00	+1.2735085913696544e-02
9.9900000000000002e+00	+2.9127898599892132e+00	+1.2696881623483036e-02
1.0000000000000000e+01	+2.9169620389757500e+00	+1.2658829992940469e-02
